strain,r_value
0.0,0.85177098059042
0.00011,0.8878319428810655
0.0002,0.9110762550278834
0.0003,0.9316950718459506
0.0004,0.9479543528208947
0.0005,0.9607758556333414
0.0006,0.9708864462937105
0.0007,0.978859306027618
0.0008,0.9851464255908428
0.0009,0.9901042291546227
0.001,0.9940137804093505
0.002,1.007239102281038
0.003,1.0084687542481845
0.004,1.008583083712146
0.005,1.0085937137332242
0.01,1.0085948033877086
0.011,1.008594803394576
0.012,1.0085948033952146
0.013,1.0085948033952739
0.014,1.0085948033952794
0.015,1.0085948033952798
0.016,1.00859480339528
0.017,1.00859480339528
0.018,1.00859480339528
0.019,1.00859480339528
0.02,1.00859480339528
0.021,1.00859480339528
0.022,1.00859480339528
0.023,1.00859480339528
0.024,1.00859480339528
0.025,1.00859480339528
0.026,1.00859480339528
0.027,1.00859480339528
0.028,1.00859480339528
0.029,1.00859480339528
0.03,1.00859480339528
0.031,1.00859480339528
0.032,1.00859480339528
0.033,1.00859480339528
0.034,1.00859480339528
0.035,1.00859480339528
0.036,1.00859480339528
0.037,1.00859480339528
0.038,1.00859480339528
0.039,1.00859480339528
0.04,1.00859480339528
0.041,1.00859480339528
0.042,1.00859480339528
0.043,1.00859480339528
0.044,1.00859480339528
0.045,1.00859480339528
0.046,1.00859480339528
0.047,1.00859480339528
0.048,1.00859480339528
0.049,1.00859480339528
0.05,1.00859480339528
0.051,1.00859480339528
0.052,1.00859480339528
0.053,1.00859480339528
0.054,1.00859480339528
0.055,1.00859480339528
0.056,1.00859480339528
0.057,1.00859480339528
0.058,1.00859480339528
0.059,1.00859480339528
0.06,1.00859480339528
0.061,1.00859480339528
0.062,1.00859480339528
0.063,1.00859480339528
0.064,1.00859480339528
0.065,1.00859480339528
0.066,1.00859480339528
0.067,1.00859480339528
0.068,1.00859480339528
0.069,1.00859480339528
0.07,1.00859480339528
0.071,1.00859480339528
0.072,1.00859480339528
0.073,1.00859480339528
0.074,1.00859480339528
0.075,1.00859480339528
0.076,1.00859480339528
0.077,1.00859480339528
0.078,1.00859480339528
0.079,1.00859480339528
0.08,1.00859480339528
0.081,1.00859480339528
0.082,1.00859480339528
0.083,1.00859480339528
0.084,1.00859480339528
0.085,1.00859480339528
0.086,1.00859480339528
0.087,1.00859480339528
0.088,1.00859480339528
0.089,1.00859480339528
0.09,1.00859480339528
0.091,1.00859480339528
0.092,1.00859480339528
0.093,1.00859480339528
0.094,1.00859480339528
0.095,1.00859480339528
0.096,1.00859480339528
0.097,1.00859480339528
0.098,1.00859480339528
0.099,1.00859480339528
0.1,1.00859480339528
0.11,1.00859480339528
0.12,1.00859480339528
0.13,1.00859480339528
0.14,1.00859480339528
0.15,1.00859480339528
0.16,1.00859480339528
0.17,1.00859480339528
0.18,1.00859480339528
0.19,1.00859480339528
0.2,1.00859480339528
0.21,1.00859480339528
0.22,1.00859480339528
0.23,1.00859480339528
0.24,1.00859480339528
0.25,1.00859480339528
0.26,1.00859480339528
0.27,1.00859480339528
0.28,1.00859480339528
0.29,1.00859480339528
0.3,1.00859480339528
0.31,1.00859480339528
0.32,1.00859480339528
0.33,1.00859480339528
0.34,1.00859480339528
0.35,1.00859480339528
0.36,1.00859480339528
0.37,1.00859480339528
0.38,1.00859480339528
0.39,1.00859480339528
0.4,1.00859480339528
0.41,1.00859480339528
