strain,r_value
0.0,0.832334464234764
0.00011,0.8324180976004282
0.0002,0.8324865248637972
0.0003,0.8325625551186405
0.0004,0.8326385853337016
0.0005,0.8327146155089806
0.0006,0.8327906456444613
0.0007,0.8328666757401758
0.0008,0.8329427057961082
0.0009,0.8330187358122584
0.001,0.8330947657886264
0.002,0.8338550633643025
0.003,0.8346153569617921
0.004,0.8353756465811276
0.005,0.8361359322223252
0.01,0.8399373007570168
0.011,0.840697562529838
0.012,0.8414578203246663
0.013,0.842218074141534
0.014,0.8429783239804413
0.015,0.8437385698414362
0.016,0.8444988117245191
0.017,0.845259049629706
0.018,0.8460192835570453
0.019,0.8467795135065207
0.02,0.8475397394781808
0.021,0.8482999614720417
0.022,0.8490601794881194
0.023,0.8498203935264463
0.024,0.8505806035870225
0.025,0.85134080966988
0.026,0.852101011775035
0.027,0.8528612099025038
0.028,0.8536214040523347
0.029,0.8543815942245276
0.03,0.8551417804190988
0.031,0.8559019626360643
0.032,0.8566621408754727
0.033,0.8574223151373237
0.034,0.8581824854216498
0.035,0.8589426517284507
0.036,0.8597028140577753
0.037,0.8604629724096231
0.038,0.8612231267840106
0.039,0.8619832771809859
0.04,0.8627434236005492
0.041,0.8635035660427328
0.042,0.8642637045075365
0.043,0.8650238389950088
0.044,0.8657839695051498
0.045,0.8665440960379915
0.046,0.8673042185935503
0.047,0.8680643371718423
0.048,0.8688244517728996
0.049,0.8695845623967384
0.05,0.8703446690433749
0.051,0.8711047717128253
0.052,0.8718648704051377
0.053,0.8726249651202963
0.054,0.8733850558583494
0.055,0.8741451426192968
0.056,0.874905225403171
0.057,0.8756653042100041
0.058,0.8764253790397963
0.059,0.8771854498925797
0.06,0.8779455167683705
0.061,0.8787055796671848
0.062,0.8794656385890548
0.063,0.8802256935339968
0.064,0.8809857445020268
0.065,0.8817457914931772
0.066,0.8825058345074639
0.067,0.8832658735448872
0.068,0.8840259086055113
0.069,0.8847859396893042
0.07,0.8855459667963304
0.071,0.8863059899266058
0.072,0.8870660090801145
0.073,0.8878260242569209
0.074,0.8885860354570252
0.075,0.8893460426804433
0.076,0.8901060459272075
0.077,0.8908660451973341
0.078,0.8916260404908392
0.079,0.8923860318077548
0.08,0.8931460191480973
0.081,0.8939060025118828
0.082,0.8946659818991434
0.083,0.8954259573098793
0.084,0.8961859287441227
0.085,0.8969458962019058
0.086,0.8977058596832286
0.087,0.8984658191881396
0.088,0.8992257747166227
0.089,0.8999857262687261
0.09,0.900745673844466
0.091,0.9015056174438586
0.092,0.90226555706692
0.093,0.9030254927136826
0.094,0.9037854243841461
0.095,0.9045453520783753
0.096,0.9053052757963378
0.097,0.9060651955380982
0.098,0.9068251113036402
0.099,0.9075850230930125
0.1,0.9083449309062309
0.11,0.9159437903542027
0.12,0.9235422522091918
0.13,0.931140316491993
0.14,0.9387379832234167
0.15,0.9463352524242737
0.16,0.9539321241153262
0.17,0.9615285983174171
0.18,0.9691246750513085
0.19,0.9767203543378272
0.2,0.9843156361977518
0.21,0.9919105206518766
0.22,0.999505007720996
0.23,1.0070990974259049
0.24,1.0146927897873972
0.25,1.0222860848262518
0.26,1.029878982563263
0.27,1.0374714830192253
0.28,1.0450635862149331
0.29,1.052655292171149
0.3,1.0602466009086668
0.31,1.0678375124482657
0.32,1.0754280268107559
