Strain,RD_R_value,DD_R_value,TD_R_value
0.0,0.7417173559248913,0.9999999999518695,0.8341896660344233
0.00011,0.7417173559248924,1.0007121500124798,0.8342456159066655
0.0002,0.7417173559248932,1.001291911932425,0.8342915024060766
0.0003,0.7417173559248941,1.0019330393714834,0.8343426030058093
0.0004,0.741717355924895,1.002570969174135,0.8343938254886897
0.0005,0.7417173559248958,1.0032057172886575,0.8344451700599784
0.0006,0.7417173559248966,1.0038372995837868,0.834496636924814
0.0007,0.7417173559248975,1.0044657318491126,0.8345482262882102
0.0008,0.7417173559248984,1.0050910297954736,0.834599938355053
0.0009,0.7417173559248992,1.0057132090553513,0.8346517733300965
0.001,0.7417173559249001,1.006332285183259,0.8347037314179613
0.002,0.7417173559249085,1.0123557412230435,0.8352301284157662
0.003,0.7417173559249166,1.018085429848465,0.8357690606563423
0.004,0.7417173559249245,1.0235356782652296,0.8363207300317077
0.005,0.7417173559249322,1.0287201149329823,0.8368853363556904
0.01,0.7417173559249666,1.051087363032477,0.8399092241005798
0.011,0.741717355924973,1.0549280881927565,0.8405554851086594
0.012,0.741717355924979,1.05858149897867,0.8412159918268447
0.013,0.741717355924985,1.062056730819955,0.8418909134152545
0.014,0.7417173559249908,1.065362473606189,0.8425804132426332
0.015,0.7417173559249963,1.0685069934160374,0.843284648408819
0.016,0.7417173559250019,1.0714981531867567,0.8440037692562543
0.017,0.7417173559250072,1.0743434323756331,0.8447379188713603
0.018,0.7417173559250123,1.0770499456625195,0.8454872325766885
0.019,0.7417173559250174,1.0796244607402423,0.8462518374148567
0.02,0.7417173559250223,1.0820734152373572,0.8470318516253875
0.021,0.7417173559250272,1.084402932815574,0.8478273841156566
0.022,0.7417173559250319,1.0866188384821,0.8486385339272717
0.023,0.7417173559250364,1.0887266731551917,0.8494653896992979
0.024,0.741717355925041,1.0907317075193361,0.850308029129854
0.025,0.7417173559250453,1.092638955204708,0.851166518437703
0.026,0.7417173559250496,1.0944531853238553,0.85204091182556
0.027,0.741717355925054,1.096178934396965,0.8529312509469397
0.028,0.741717355925058,1.0978205176955265,0.853837564378459
0.029,0.7417173559250622,1.099382040032757,0.8547598670995985
0.03,0.7417173559250662,1.100867406027773,0.8556981599820128
0.031,0.7417173559250702,1.1022803298691723,0.8566524292905549
0.032,0.7417173559250738,1.1036243446024387,0.8576226461982536
0.033,0.7417173559250777,1.1049028109643964,0.8586087663175411
0.034,0.7417173559250814,1.1061189257868023,0.8596107292500824
0.035,0.741717355925085,1.1072757299900906,0.8606284581576014
0.036,0.7417173559250887,1.1083761161872578,0.8616618593561242
0.037,0.7417173559250922,1.1094228359169007,0.8627108219360864
0.038,0.7417173559250958,1.110418506523497,0.8637752174107464
0.039,0.7417173559250992,1.1113656177021298,0.8648548993953424
0.04,0.7417173559251027,1.1122665377240208,0.865949703319409
0.041,0.741717355925106,1.1131235193584426,0.867059446174617
0.042,0.7417173559251093,1.1139387055058154,0.8681839263004589
0.043,0.7417173559251127,1.1147141345560738,0.8693229232100114
0.044,0.7417173559251159,1.1154517454857034,0.8704761974579304
0.045,0.7417173559251191,1.1161533827061907,0.8716434905527115
0.046,0.7417173559251223,1.1168208006760154,0.8728245249151293
0.047,0.7417173559251256,1.1174556682877066,0.8740190038846223
0.048,0.7417173559251287,1.1180595730409466,0.8752266117752268
0.049,0.7417173559251318,1.118634025012144,0.8764470139824826
0.05,0.7417173559251349,1.1191804606304139,0.8776798571425406
0.051,0.741717355925138,1.1197002462693968,0.8789247693444867
0.052,0.7417173559251409,1.1201946816639061,0.8801813603966719
0.053,0.7417173559251439,1.1206650031599397,0.8814492221475974
0.054,0.7417173559251469,1.1211123868061914,0.8827279288616499
0.055,0.7417173559251499,1.1215379512947836,0.8840170376497216
0.056,0.7417173559251528,1.1219427607585806,0.8853160889544741
0.057,0.7417173559251558,1.122327827432075,0.8866246070897263
0.058,0.7417173559251586,1.1226941141825018,0.8879421008331635
0.059,0.7417173559251615,1.1230425369175063,0.8892680640712733
0.06,0.7417173559251644,1.1233739668753924,0.8906019764951303
0.061,0.7417173559251671,1.1236892328036703,0.8919433043453572
0.062,0.74171735592517,1.123989123031358,0.8932915012043149
0.063,0.7417173559251727,1.1242743874402137,0.894646008833289
0.064,0.7417173559251756,1.124545739339831,0.8960062580521772
0.065,0.7417173559251785,1.124803857251285,0.8973716696589208
0.066,0.7417173559251812,1.1250493866037874,0.8987416553856852
0.067,0.741717355925184,1.1252829413485965,0.9001156188885556
0.068,0.7417173559251866,1.1255051054942145,0.9014929567673166
0.069,0.7417173559251895,1.125716434566713,0.9028730596116814
0.07,0.7417173559251922,1.1259174569988382,0.9042553130701767
0.071,0.7417173559251949,1.1261086754513667,0.9056390989377362
0.072,0.7417173559251976,1.1262905680700208,0.9070237962579394
0.073,0.7417173559252004,1.1264635896810802,0.9084087824357348
0.074,0.7417173559252032,1.1266281729286864,0.9097934343564181
0.075,0.7417173559252058,1.1267847293566762,0.9111771295065967
0.076,0.7417173559252085,1.1269336504376581,0.9125592470928551
0.077,0.7417173559252112,1.1270753085518954,0.9139391691538572
0.078,0.7417173559252139,1.127210057918452,0.9153162816616573
0.079,0.7417173559252166,1.1273382354809252,0.916689975608066
0.08,0.7417173559252193,1.1274601617499782,0.9180596480720158
0.081,0.7417173559252218,1.1275761416047858,0.9194247032639896
0.082,0.7417173559252244,1.1276864650553895,0.9207845535437281
0.083,0.7417173559252271,1.1277914079678746,0.9221386204075979
0.084,0.7417173559252297,1.127891232754179,0.9234863354421987
0.085,0.7417173559252324,1.127986189028259,0.9248271412409987
0.086,0.741717355925235,1.1280765142302551,0.9261604922810145
0.087,0.7417173559252377,1.1281624342202157,0.9274858557567999
0.088,0.7417173559252404,1.1282441638428646,0.9288027123692657
0.089,0.7417173559252429,1.128321907464825,0.9301105570671215
0.09,0.7417173559252455,1.1283958594856418,0.9314088997390061
0.091,0.7417173559252481,1.1284662048238836,0.9326972658546623
0.092,0.7417173559252508,1.1285331193795327,0.9339751970537925
0.093,0.7417173559252533,1.1285967704738291,0.9352422516815282
0.094,0.7417173559252559,1.1286573172676593,0.9364980052697243
0.095,0.7417173559252584,1.1287149111595418,0.9377420509635849
0.096,0.7417173559252611,1.1287696961642024,0.9389739998933979
0.097,0.7417173559252638,1.128821809272686,0.9401934814914313
0.098,0.7417173559252663,1.1288713807949053,0.941400143754306
0.099,0.7417173559252689,1.128918534685484,0.9425936534514132
0.1,0.7417173559252714,1.1289633888537074,0.9437736962801796
0.11,0.7417173559252973,1.1293076128176438,0.9547778929475086
0.12,0.741717355925323,1.1295163952067422,0.9642282349125868
0.13,0.7417173559253485,1.129643028127644,0.9720988288670707
0.14,0.7417173559253739,1.1297198348771278,0.9784879064287056
0.15,0.7417173559253994,1.129766420525822,0.9835673101296074
0.16,0.7417173559254249,1.1297946761502153,0.9875389720119059
0.17,0.7417173559254503,1.1298118140528146,0.9906043220608927
0.18,0.7417173559254758,1.129822208716242,0.9929464973028286
0.19,0.7417173559255013,1.1298285133983432,0.9947223905546272
0.2,0.7417173559255267,1.129832337381359,0.9960610746758553
0.21,0.7417173559255521,1.1298346567443127,0.9970657510094115
0.22,0.7417173559255775,1.1298360635090634,0.9978172659157402
0.23,0.741717355925603,1.1298369167550202,0.9983780219468606
0.24,0.7417173559256284,1.1298374342748563,0.9987956675086123
0.25,0.7417173559256538,1.1298377481665058,0.9991062979402346
0.26,0.7417173559256792,1.1298379385514161,0.9993370977450695
0.27,0.7417173559257046,1.1298380540257018,0.9995084526034654
0.28,0.7417173559257301,1.129838124064397,0.9996356013382578
0.29,0.7417173559257555,1.1298381665450132,0.9997299086976944
0.3,0.7417173559257809,1.1298381923108096,0.9997998355646363
0.31,0.7417173559258063,1.1298382079385552,0.9998516728690545
0.32,0.7417173559258318,1.1298382174172619,0.999890093678336
0.33,0.7417173559258572,1.1298382231663884,0.999918566832525
0.34,0.7417173559258826,1.12983822665341,0.9999396659296276
0.35,0.741717355925908,1.1298382287683952,0.9999552996356904
0.36,0.7417173559259335,1.1298382300511989,0.9999668830775179
0.37,0.7417173559259589,1.1298382308292585,0.9999754652395704
0.38,0.7417173559259843,1.1298382313011754,0.9999818235760602
0.39,0.7417173559260097,1.1298382315874078,0.9999865342299616
0.4,0.7417173559260352,1.1298382317610163,0.9999900241231867
0.41,0.7417173559260606,1.1298382318663152,0.999992609584738
0.42,0.741717355926086,1.1298382319301825,0.999994524988449
0.43,0.7417173559261114,1.1298382319689197,0.9999959439800401
0.44,0.7417173559261369,1.1298382319924152,0.9999969952089278
0.45,0.7417173559261623,1.1298382320066658,0.9999977739861594
0.46,0.7417173559261878,1.1298382320153093,0.999998350922758
0.47,0.7417173559262131,1.1298382320205518,0.9999987783302269
0.48,0.7417173559262386,1.1298382320237315,0.9999990949627433
0.49,0.741717355926264,1.1298382320256601,0.9999993295305809
0.5,0.7417173559262894,1.1298382320268299,0.9999995033030932
0.51,0.7417173559263148,1.1298382320275397,0.9999996320371474
0.52,0.7417173559263402,1.12983823202797,0.9999997274057961
0.53,0.7417173559263657,1.129838232028231,0.9999997980566923
0.54,0.7417173559263912,1.1298382320283893,0.9999998503961984
0.55,0.7417173559264165,1.1298382320284852,0.9999998891702773
0.56,0.7417173559264421,1.1298382320285436,0.9999999178948318
0.57,0.7417173559264674,1.129838232028579,0.9999999391745111
0.58,0.7417173559264929,1.1298382320286002,0.9999999549388883
0.59,0.7417173559265182,1.1298382320286133,0.999999966617428
0.6,0.7417173559265436,1.1298382320286213,0.9999999752691039
0.61,0.7417173559265691,1.1298382320286262,0.9999999816784235
0.62,0.7417173559265946,1.129838232028629,0.9999999864265646
0.63,0.7417173559266199,1.1298382320286309,0.9999999899440742
0.64,0.7417173559266454,1.129838232028632,0.9999999925499095
0.65,0.7417173559266708,1.1298382320286326,0.9999999944803598
0.66,0.7417173559266963,1.1298382320286329,0.9999999959104726
0.67,0.7417173559267216,1.1298382320286333,0.9999999969699263
0.68,0.7417173559267471,1.1298382320286333,0.9999999977547888
0.69,0.7417173559267725,1.1298382320286335,0.9999999983362292
0.7,0.741717355926798,1.1298382320286338,0.999999998766971
0.71,0.7417173559268233,1.1298382320286338,0.9999999990860723
0.72,0.7417173559268488,1.1298382320286338,0.9999999993224683
0.73,0.7417173559268743,1.1298382320286338,0.9999999994975948
0.74,0.7417173559268997,1.1298382320286338,0.9999999996273318
0.75,0.7417173559269251,1.1298382320286338,0.9999999997234432
0.76,0.7417173559269505,1.1298382320286338,0.9999999997946444
0.77,0.7417173559269759,1.1298382320286338,0.9999999998473914
0.78,0.7417173559270014,1.129838232028634,0.9999999998864675
0.79,0.7417173559270268,1.129838232028634,0.9999999999154157
0.8,0.7417173559270522,1.129838232028634,0.999999999936861
0.81,0.7417173559270777,1.129838232028634,0.9999999999527481
0.82,0.7417173559271031,1.129838232028634,0.9999999999645176
0.83,0.7417173559271285,1.129838232028634,0.9999999999732366
0.84,0.7417173559271539,1.129838232028634,0.9999999999796958
0.85,0.7417173559271794,1.129838232028634,0.999999999984481
0.86,0.7417173559272048,1.129838232028634,0.9999999999880258
0.87,0.7417173559272302,1.1298382320286342,0.999999999990652
0.88,0.7417173559272556,1.1298382320286342,0.9999999999925975
0.89,0.741717355927281,1.1298382320286342,0.9999999999940388
0.9,0.7417173559273065,1.1298382320286342,0.9999999999951064
0.91,0.7417173559273319,1.1298382320286342,0.9999999999958974
0.92,0.7417173559273573,1.1298382320286342,0.9999999999964834
0.93,0.7417173559273827,1.1298382320286342,0.9999999999969175
0.94,0.7417173559274082,1.1298382320286342,0.9999999999972391
0.95,0.7417173559274336,1.1298382320286342,0.9999999999974772
0.96,0.741717355927459,1.1298382320286344,0.9999999999976538
0.97,0.7417173559274844,1.1298382320286344,0.9999999999977845
0.98,0.7417173559275099,1.1298382320286344,0.9999999999978814
0.99,0.7417173559275353,1.1298382320286344,0.9999999999979532
1.0,0.7417173559275607,1.1298382320286344,0.9999999999980063
1.01,0.7417173559275861,1.1298382320286344,0.9999999999980457
1.02,0.7417173559276116,1.1298382320286344,0.9999999999980749
1.03,0.741717355927637,1.1298382320286344,0.9999999999980964
1.04,0.7417173559276624,1.1298382320286344,0.9999999999981125
1.05,0.7417173559276878,1.1298382320286346,0.9999999999981243
1.06,0.7417173559277133,1.1298382320286346,0.999999999998133
1.07,0.7417173559277387,1.1298382320286346,0.9999999999981396
1.08,0.7417173559277641,1.1298382320286346,0.9999999999981445
1.09,0.7417173559277895,1.1298382320286346,0.999999999998148
1.1,0.741717355927815,1.1298382320286346,0.9999999999981507
1.11,0.7417173559278405,1.1298382320286346,0.9999999999981526
1.12,0.7417173559278658,1.1298382320286346,0.9999999999981541
1.13,0.7417173559278912,1.1298382320286346,0.9999999999981551
1.14,0.7417173559279167,1.1298382320286349,0.9999999999981559
1.15,0.7417173559279422,1.1298382320286349,0.9999999999981566
1.16,0.7417173559279675,1.1298382320286349,0.999999999998157
1.17,0.7417173559279929,1.1298382320286349,0.9999999999981573
1.18,0.7417173559280184,1.1298382320286349,0.9999999999981575
1.19,0.7417173559280439,1.1298382320286349,0.9999999999981577
1.2,0.7417173559280692,1.1298382320286349,0.9999999999981579
1.21,0.7417173559280946,1.1298382320286349,0.9999999999981579
1.22,0.74171735592812,1.1298382320286349,0.999999999998158
1.23,0.7417173559281456,1.129838232028635,0.999999999998158
1.24,0.7417173559281709,1.129838232028635,0.9999999999981581
1.25,0.7417173559281964,1.129838232028635,0.9999999999981581
1.26,0.7417173559282217,1.129838232028635,0.9999999999981581
1.27,0.7417173559282473,1.129838232028635,0.9999999999981581
1.28,0.7417173559282726,1.129838232028635,0.9999999999981581
1.29,0.7417173559282981,1.129838232028635,0.9999999999981581
1.3,0.7417173559283234,1.129838232028635,0.9999999999981583
1.31,0.741717355928349,1.129838232028635,0.9999999999981583
1.32,0.7417173559283743,1.1298382320286353,0.9999999999981583
