strain,r_value
0.0,0.4436661301072709
0.00011,0.4479479155969431
0.0002,0.45140193096620174
0.0003,0.45518845643719325
0.0004,0.45892174765725596
0.0005,0.46260255303954434
0.0006,0.46623161047537315
0.0007,0.4698096474821427
0.0008,0.4733373813491843
0.0009,0.4768155192815553
0.001,0.4802447585418124
0.002,0.5119942870851654
0.003,0.5395522521009692
0.004,0.5634720225874909
0.005,0.5842339119287304
0.01,0.6534863568253939
0.011,0.6623645799309912
0.012,0.6700707026034103
0.013,0.6767594652010672
0.014,0.6825651793052484
0.015,0.6876044247213281
0.016,0.6919783904226692
0.017,0.6957749064437904
0.018,0.6990702075235886
0.019,0.7019304639128958
0.02,0.7044131100852675
0.021,0.7065679980317585
0.022,0.708438398298058
0.023,0.7100618688649941
0.024,0.7114710093196854
0.025,0.7126941154612367
0.026,0.713755747485582
0.027,0.7146772231587284
0.028,0.7154770458814125
0.029,0.7161712762407855
0.03,0.716773854509952
0.031,0.7172968805712145
0.032,0.7177508568839321
0.033,0.718144899375832
0.034,0.718486920492514
0.035,0.7187837880808094
0.036,0.7190414632964084
0.037,0.7192651203049595
0.038,0.719459250180267
0.039,0.719627751085877
0.04,0.7197740065509177
0.041,0.7199009534119855
0.042,0.7200111407853632
0.043,0.7201067812537432
0.044,0.7201897952952936
0.045,0.7202618498472139
0.046,0.7203243917781386
0.047,0.7203786769415257
0.048,0.7204257953934251
0.049,0.7204666932810039
0.05,0.720502191841355
0.051,0.7205330038920893
0.052,0.7205597481448438
0.053,0.7205829616291253
0.054,0.7206031104759607
0.055,0.7206205992778951
0.056,0.7206357792132827
0.057,0.7206489550980137
0.058,0.7206603915062735
0.059,0.7206703180832396
0.06,0.7206789341564006
0.061,0.7206864127380881
0.062,0.7206929039995953
0.063,0.7206985382866458
0.064,0.7207034287367577
0.065,0.7207076735510679
0.066,0.7207113579662269
0.067,0.7207145559659678
0.068,0.7207173317667126
0.069,0.7207197411070503
0.07,0.7207218323669768
0.071,0.7207236475393761
0.072,0.7207252230732428
0.073,0.7207265906055866
0.074,0.7207277775967079
0.075,0.7207288078816065
0.076,0.7207297021485923
0.077,0.7207304783547106
0.078,0.7207311520863229
0.079,0.7207317368720836
0.08,0.7207322444545983
0.081,0.7207326850262168
0.082,0.7207330674336984
0.083,0.7207333993558555
0.084,0.7207336874577458
0.085,0.7207339375245083
0.086,0.7207341545775297
0.087,0.7207343429752742
0.088,0.7207345065008033
0.089,0.7207346484377395
0.09,0.7207347716362027
0.091,0.7207348785700406
0.092,0.7207349713865043
0.093,0.7207350519493654
0.094,0.7207351218763411
0.095,0.7207351825715778
0.096,0.720735235253847
0.097,0.7207352809810182
0.098,0.7207353206713016
0.099,0.7207353551216854
0.1,0.7207353850239395
0.11,0.7207355339030368
0.12,0.720735570038395
0.13,0.7207355788090293
0.14,0.7207355809378035
0.15,0.7207355814544916
0.16,0.7207355815798999
0.17,0.7207355816103387
0.18,0.7207355816177266
0.19,0.7207355816195198
0.2,0.720735581619955
0.21,0.7207355816200607
0.22,0.7207355816200862
0.23,0.7207355816200924
0.24,0.720735581620094
0.25,0.7207355816200944
0.26,0.7207355816200944
0.27,0.7207355816200944
0.28,0.7207355816200944
0.29,0.7207355816200944
0.3,0.7207355816200944
0.31,0.7207355816200944
0.32,0.7207355816200944
0.33,0.7207355816200944
0.34,0.7207355816200944
0.35,0.7207355816200944
0.36,0.7207355816200944
0.37,0.7207355816200944
0.38,0.7207355816200944
0.39,0.7207355816200944
0.4,0.7207355816200944
0.41,0.7207355816200944
0.42,0.7207355816200944
0.43,0.7207355816200944
0.44,0.7207355816200944
0.45,0.7207355816200944
0.46,0.7207355816200944
0.47,0.7207355816200944
0.48,0.7207355816200944
0.49,0.7207355816200944
0.5,0.7207355816200944
0.51,0.7207355816200944
0.52,0.7207355816200944
0.53,0.7207355816200944
0.54,0.7207355816200944
0.55,0.7207355816200944
0.56,0.7207355816200944
0.57,0.7207355816200944
0.58,0.7207355816200944
0.59,0.7207355816200944
0.6,0.7207355816200944
0.61,0.7207355816200944
0.62,0.7207355816200944
0.63,0.7207355816200944
0.64,0.7207355816200944
0.65,0.7207355816200944
0.66,0.7207355816200944
0.67,0.7207355816200944
0.68,0.7207355816200944
0.69,0.7207355816200944
0.7,0.7207355816200944
0.71,0.7207355816200944
0.72,0.7207355816200944
0.73,0.7207355816200944
0.74,0.7207355816200944
0.75,0.7207355816200944
0.76,0.7207355816200944
0.77,0.7207355816200944
0.78,0.7207355816200944
0.79,0.7207355816200944
0.8,0.7207355816200944
0.81,0.7207355816200944
0.82,0.7207355816200944
0.83,0.7207355816200944
0.84,0.7207355816200944
0.85,0.7207355816200944
0.86,0.7207355816200944
0.87,0.7207355816200944
0.88,0.7207355816200944
0.89,0.7207355816200944
0.9,0.7207355816200944
0.91,0.7207355816200944
0.92,0.7207355816200944
0.93,0.7207355816200944
0.94,0.7207355816200944
0.95,0.7207355816200944
0.96,0.7207355816200944
0.97,0.7207355816200944
0.98,0.7207355816200944
0.99,0.7207355816200944
1.0,0.7207355816200944
1.01,0.7207355816200944
1.02,0.7207355816200944
1.03,0.7207355816200944
1.04,0.7207355816200944
1.05,0.7207355816200944
1.06,0.7207355816200944
1.07,0.7207355816200944
1.08,0.7207355816200944
1.09,0.7207355816200944
1.1,0.7207355816200944
1.11,0.7207355816200944
1.12,0.7207355816200944
1.13,0.7207355816200944
1.14,0.7207355816200944
1.15,0.7207355816200944
1.16,0.7207355816200944
1.17,0.7207355816200944
1.18,0.7207355816200944
1.19,0.7207355816200944
1.2,0.7207355816200944
1.21,0.7207355816200944
1.22,0.7207355816200944
1.23,0.7207355816200944
1.24,0.7207355816200944
1.25,0.7207355816200944
1.26,0.7207355816200944
1.27,0.7207355816200944
1.28,0.7207355816200944
1.29,0.7207355816200944
1.3,0.7207355816200944
1.31,0.7207355816200944
1.32,0.7207355816200944
1.33,0.7207355816200944
1.34,0.7207355816200944
1.35,0.7207355816200944
1.36,0.7207355816200944
1.37,0.7207355816200944
1.38,0.7207355816200944
1.39,0.7207355816200944
1.4,0.7207355816200944
1.41,0.7207355816200944
1.42,0.7207355816200944
1.43,0.7207355816200944
1.44,0.7207355816200944
1.45,0.7207355816200944
1.46,0.7207355816200944
1.47,0.7207355816200944
1.48,0.7207355816200944
1.49,0.7207355816200944
1.5,0.7207355816200944
1.51,0.7207355816200944
1.52,0.7207355816200944
1.53,0.7207355816200944
1.54,0.7207355816200944
1.55,0.7207355816200944
1.56,0.7207355816200944
1.57,0.7207355816200944
1.58,0.7207355816200944
1.59,0.7207355816200944
1.6,0.7207355816200944
1.61,0.7207355816200944
1.62,0.7207355816200944
1.63,0.7207355816200944
1.64,0.7207355816200944
1.65,0.7207355816200944
1.66,0.7207355816200944
1.67,0.7207355816200944
1.68,0.7207355816200944
1.69,0.7207355816200944
1.7,0.7207355816200944
1.71,0.7207355816200944
1.72,0.7207355816200944
1.73,0.7207355816200944
1.74,0.7207355816200944
1.75,0.7207355816200944
1.76,0.7207355816200944
1.77,0.7207355816200944
1.78,0.7207355816200944
1.79,0.7207355816200944
1.8,0.7207355816200944
1.81,0.7207355816200944
1.82,0.7207355816200944
1.83,0.7207355816200944
1.84,0.7207355816200944
1.85,0.7207355816200944
1.86,0.7207355816200944
1.87,0.7207355816200944
1.88,0.7207355816200944
1.89,0.7207355816200944
1.9,0.7207355816200944
1.91,0.7207355816200944
1.92,0.7207355816200944
1.93,0.7207355816200944
1.94,0.7207355816200944
1.95,0.7207355816200944
1.96,0.7207355816200944
1.97,0.7207355816200944
1.98,0.7207355816200944
1.99,0.7207355816200944
2.0,0.7207355816200944
2.01,0.7207355816200944
2.02,0.7207355816200944
2.03,0.7207355816200944
2.04,0.7207355816200944
2.05,0.7207355816200944
2.06,0.7207355816200944
2.07,0.7207355816200944
2.08,0.7207355816200944
2.09,0.7207355816200944
2.1,0.7207355816200944
2.11,0.7207355816200944
2.12,0.7207355816200944
2.13,0.7207355816200944
2.14,0.7207355816200944
2.15,0.7207355816200944
2.16,0.7207355816200944
2.17,0.7207355816200944
2.18,0.7207355816200944
2.19,0.7207355816200944
2.2,0.7207355816200944
2.21,0.7207355816200944
2.22,0.7207355816200944
2.23,0.7207355816200944
2.24,0.7207355816200944
2.25,0.7207355816200944
2.26,0.7207355816200944
2.27,0.7207355816200944
2.28,0.7207355816200944
2.29,0.7207355816200944
2.3,0.7207355816200944
2.31,0.7207355816200944
2.32,0.7207355816200944
2.33,0.7207355816200944
2.34,0.7207355816200944
2.35,0.7207355816200944
2.36,0.7207355816200944
2.37,0.7207355816200944
2.38,0.7207355816200944
2.39,0.7207355816200944
2.4,0.7207355816200944
2.41,0.7207355816200944
2.42,0.7207355816200944
2.43,0.7207355816200944
2.44,0.7207355816200944
2.45,0.7207355816200944
2.46,0.7207355816200944
2.47,0.7207355816200944
2.48,0.7207355816200944
2.49,0.7207355816200944
2.5,0.7207355816200944
2.51,0.7207355816200944
2.52,0.7207355816200944
2.53,0.7207355816200944
2.54,0.7207355816200944
2.55,0.7207355816200944
2.56,0.7207355816200944
2.57,0.7207355816200944
2.58,0.7207355816200944
2.59,0.7207355816200944
2.6,0.7207355816200944
2.61,0.7207355816200944
2.62,0.7207355816200944
2.63,0.7207355816200944
2.64,0.7207355816200944
2.65,0.7207355816200944
2.66,0.7207355816200944
2.67,0.7207355816200944
2.68,0.7207355816200944
2.69,0.7207355816200944
2.7,0.7207355816200944
2.71,0.7207355816200944
2.72,0.7207355816200944
2.73,0.7207355816200944
2.74,0.7207355816200944
2.75,0.7207355816200944
2.76,0.7207355816200944
2.77,0.7207355816200944
2.78,0.7207355816200944
2.79,0.7207355816200944
2.8,0.7207355816200944
2.81,0.7207355816200944
2.82,0.7207355816200944
2.83,0.7207355816200944
2.84,0.7207355816200944
2.85,0.7207355816200944
2.86,0.7207355816200944
2.87,0.7207355816200944
2.88,0.7207355816200944
2.89,0.7207355816200944
2.9,0.7207355816200944
2.91,0.7207355816200944
2.92,0.7207355816200944
2.93,0.7207355816200944
2.94,0.7207355816200944
2.95,0.7207355816200944
2.96,0.7207355816200944
2.97,0.7207355816200944
2.98,0.7207355816200944
2.99,0.7207355816200944
3.0,0.7207355816200944
