strain,r_value
0.0,-371136.20923655404
0.00011,-315120.57561390894
0.0002,-275638.2919180494
0.0003,-237543.21159742182
0.0004,-204713.11531937576
0.0005,-176420.3485748426
0.0006,-152037.82336745068
0.0007,-131025.11927749179
0.0008,-112916.5054478498
0.0009,-97310.61800817447
0.001,-83861.56414513622
0.002,-18948.826672120427
0.003,-4281.108659972961
0.004,-966.7829966421123
0.005,-217.87613918021088
0.01,0.6188278264598921
0.011,0.7185113941668533
0.012,0.7410359481582418
0.013,0.7461256087990478
0.014,0.7472756713978015
0.015,0.7475355401402339
0.016,0.7475942602031864
0.017,0.7476075286394916
0.018,0.74761052679969
0.019,0.7476112042204477
0.02,0.7476113573065959
0.021,0.7476113919401541
0.022,0.7476113997399807
0.023,0.7476114014862105
0.024,0.7476114018936642
0.025,0.7476114019518718
0.026,0.7476114020100795
0.027,0.7476114020100795
0.028,0.7476114020100795
0.029,0.7476114020100795
0.03,0.7476114020100795
0.031,0.7476114020100795
0.032,0.7476114020100795
0.033,0.7476114020100795
0.034,0.7476114020100795
0.035,0.7476114020100795
0.036,0.7476114020100795
0.037,0.7476114020100795
0.038,0.7476114020100795
0.039,0.7476114020100795
0.04,0.7476114020100795
0.041,0.7476114020100795
0.042,0.7476114020100795
0.043,0.7476114020100795
0.044,0.7476114020100795
0.045,0.7476114020100795
0.046,0.7476114020100795
0.047,0.7476114020100795
0.048,0.7476114020100795
0.049,0.7476114020100795
0.05,0.7476114020100795
0.051,0.7476114020100795
0.052,0.7476114020100795
0.053,0.7476114020100795
0.054,0.7476114020100795
0.055,0.7476114020100795
0.056,0.7476114020100795
0.057,0.7476114020100795
0.058,0.7476114020100795
0.059,0.7476114020100795
0.06,0.7476114020100795
0.061,0.7476114020100795
0.062,0.7476114020100795
0.063,0.7476114020100795
0.064,0.7476114020100795
0.065,0.7476114020100795
0.066,0.7476114020100795
0.067,0.7476114020100795
0.068,0.7476114020100795
0.069,0.7476114020100795
0.07,0.7476114020100795
0.071,0.7476114020100795
0.072,0.7476114020100795
0.073,0.7476114020100795
0.074,0.7476114020100795
0.075,0.7476114020100795
0.076,0.7476114020100795
0.077,0.7476114020100795
0.078,0.7476114020100795
0.079,0.7476114020100795
0.08,0.7476114020100795
0.081,0.7476114020100795
0.082,0.7476114020100795
0.083,0.7476114020100795
0.084,0.7476114020100795
0.085,0.7476114020100795
0.086,0.7476114020100795
0.087,0.7476114020100795
0.088,0.7476114020100795
0.089,0.7476114020100795
0.09,0.7476114020100795
0.091,0.7476114020100795
0.092,0.7476114020100795
0.093,0.7476114020100795
0.094,0.7476114020100795
0.095,0.7476114020100795
0.096,0.7476114020100795
0.097,0.7476114020100795
0.098,0.7476114020100795
0.099,0.7476114020100795
0.1,0.7476114020100795
0.11,0.7476114020100795
0.12,0.7476114020100795
0.13,0.7476114020100795
0.14,0.7476114020100795
0.15,0.7476114020100795
0.16,0.7476114020100795
0.17,0.7476114020100795
0.18,0.7476114020100795
0.19,0.7476114020100795
0.2,0.7476114020100795
0.21,0.7476114020100795
0.22,0.7476114020100795
0.23,0.7476114020100795
0.24,0.7476114020100795
0.25,0.7476114020100795
0.26,0.7476114020100795
0.27,0.7476114020100795
0.28,0.7476114020100795
0.29,0.7476114020100795
0.3,0.7476114020100795
0.31,0.7476114020100795
0.32,0.7476114020100795
0.33,0.7476114020100795
0.34,0.7476114020100795
0.35,0.7476114020100795
0.36,0.7476114020100795
0.37,0.7476114020100795
0.38,0.7476114020100795
0.39,0.7476114020100795
0.4,0.7476114020100795
0.41,0.7476114020100795
0.42,0.7476114020100795
0.43,0.7476114020100795
0.44,0.7476114020100795
0.45,0.7476114020100795
0.46,0.7476114020100795
0.47,0.7476114020100795
0.48,0.7476114020100795
0.49,0.7476114020100795
0.5,0.7476114020100795
0.51,0.7476114020100795
0.52,0.7476114020100795
0.53,0.7476114020100795
0.54,0.7476114020100795
0.55,0.7476114020100795
0.56,0.7476114020100795
0.57,0.7476114020100795
0.58,0.7476114020100795
0.59,0.7476114020100795
0.6,0.7476114020100795
0.61,0.7476114020100795
0.62,0.7476114020100795
0.63,0.7476114020100795
0.64,0.7476114020100795
0.65,0.7476114020100795
0.66,0.7476114020100795
0.67,0.7476114020100795
0.68,0.7476114020100795
0.69,0.7476114020100795
0.7,0.7476114020100795
0.71,0.7476114020100795
0.72,0.7476114020100795
0.73,0.7476114020100795
0.74,0.7476114020100795
0.75,0.7476114020100795
0.76,0.7476114020100795
0.77,0.7476114020100795
0.78,0.7476114020100795
0.79,0.7476114020100795
0.8,0.7476114020100795
0.81,0.7476114020100795
0.82,0.7476114020100795
0.83,0.7476114020100795
0.84,0.7476114020100795
0.85,0.7476114020100795
0.86,0.7476114020100795
0.87,0.7476114020100795
0.88,0.7476114020100795
0.89,0.7476114020100795
0.9,0.7476114020100795
0.91,0.7476114020100795
0.92,0.7476114020100795
0.93,0.7476114020100795
0.94,0.7476114020100795
0.95,0.7476114020100795
0.96,0.7476114020100795
0.97,0.7476114020100795
0.98,0.7476114020100795
0.99,0.7476114020100795
1.0,0.7476114020100795
1.01,0.7476114020100795
1.02,0.7476114020100795
1.03,0.7476114020100795
1.04,0.7476114020100795
1.05,0.7476114020100795
1.06,0.7476114020100795
1.07,0.7476114020100795
1.08,0.7476114020100795
1.09,0.7476114020100795
1.1,0.7476114020100795
1.11,0.7476114020100795
1.12,0.7476114020100795
1.13,0.7476114020100795
1.14,0.7476114020100795
1.15,0.7476114020100795
1.16,0.7476114020100795
1.17,0.7476114020100795
1.18,0.7476114020100795
1.19,0.7476114020100795
1.2,0.7476114020100795
1.21,0.7476114020100795
1.22,0.7476114020100795
1.23,0.7476114020100795
1.24,0.7476114020100795
1.25,0.7476114020100795
1.26,0.7476114020100795
1.27,0.7476114020100795
1.28,0.7476114020100795
1.29,0.7476114020100795
1.3,0.7476114020100795
1.31,0.7476114020100795
1.32,0.7476114020100795
1.33,0.7476114020100795
1.34,0.7476114020100795
1.35,0.7476114020100795
1.36,0.7476114020100795
1.37,0.7476114020100795
1.38,0.7476114020100795
1.39,0.7476114020100795
1.4,0.7476114020100795
1.41,0.7476114020100795
1.42,0.7476114020100795
1.43,0.7476114020100795
1.44,0.7476114020100795
1.45,0.7476114020100795
1.46,0.7476114020100795
1.47,0.7476114020100795
1.48,0.7476114020100795
1.49,0.7476114020100795
1.5,0.7476114020100795
1.51,0.7476114020100795
1.52,0.7476114020100795
1.53,0.7476114020100795
1.54,0.7476114020100795
1.55,0.7476114020100795
1.56,0.7476114020100795
1.57,0.7476114020100795
1.58,0.7476114020100795
1.59,0.7476114020100795
1.6,0.7476114020100795
1.61,0.7476114020100795
1.62,0.7476114020100795
1.63,0.7476114020100795
1.64,0.7476114020100795
1.65,0.7476114020100795
1.66,0.7476114020100795
1.67,0.7476114020100795
1.68,0.7476114020100795
1.69,0.7476114020100795
1.7,0.7476114020100795
1.71,0.7476114020100795
1.72,0.7476114020100795
1.73,0.7476114020100795
1.74,0.7476114020100795
1.75,0.7476114020100795
1.76,0.7476114020100795
1.77,0.7476114020100795
1.78,0.7476114020100795
1.79,0.7476114020100795
1.8,0.7476114020100795
1.81,0.7476114020100795
1.82,0.7476114020100795
1.83,0.7476114020100795
1.84,0.7476114020100795
1.85,0.7476114020100795
1.86,0.7476114020100795
1.87,0.7476114020100795
1.88,0.7476114020100795
1.89,0.7476114020100795
1.9,0.7476114020100795
1.91,0.7476114020100795
1.92,0.7476114020100795
1.93,0.7476114020100795
1.94,0.7476114020100795
1.95,0.7476114020100795
1.96,0.7476114020100795
1.97,0.7476114020100795
1.98,0.7476114020100795
1.99,0.7476114020100795
2.0,0.7476114020100795
2.01,0.7476114020100795
2.02,0.7476114020100795
2.03,0.7476114020100795
2.04,0.7476114020100795
2.05,0.7476114020100795
2.06,0.7476114020100795
2.07,0.7476114020100795
2.08,0.7476114020100795
2.09,0.7476114020100795
2.1,0.7476114020100795
2.11,0.7476114020100795
2.12,0.7476114020100795
2.13,0.7476114020100795
2.14,0.7476114020100795
2.15,0.7476114020100795
2.16,0.7476114020100795
2.17,0.7476114020100795
2.18,0.7476114020100795
2.19,0.7476114020100795
2.2,0.7476114020100795
2.21,0.7476114020100795
2.22,0.7476114020100795
2.23,0.7476114020100795
2.24,0.7476114020100795
2.25,0.7476114020100795
2.26,0.7476114020100795
2.27,0.7476114020100795
2.28,0.7476114020100795
2.29,0.7476114020100795
2.3,0.7476114020100795
2.31,0.7476114020100795
2.32,0.7476114020100795
2.33,0.7476114020100795
2.34,0.7476114020100795
2.35,0.7476114020100795
2.36,0.7476114020100795
2.37,0.7476114020100795
2.38,0.7476114020100795
2.39,0.7476114020100795
2.4,0.7476114020100795
2.41,0.7476114020100795
2.42,0.7476114020100795
2.43,0.7476114020100795
2.44,0.7476114020100795
2.45,0.7476114020100795
2.46,0.7476114020100795
2.47,0.7476114020100795
2.48,0.7476114020100795
2.49,0.7476114020100795
2.5,0.7476114020100795
2.51,0.7476114020100795
2.52,0.7476114020100795
2.53,0.7476114020100795
2.54,0.7476114020100795
2.55,0.7476114020100795
2.56,0.7476114020100795
2.57,0.7476114020100795
2.58,0.7476114020100795
2.59,0.7476114020100795
2.6,0.7476114020100795
2.61,0.7476114020100795
2.62,0.7476114020100795
2.63,0.7476114020100795
2.64,0.7476114020100795
2.65,0.7476114020100795
2.66,0.7476114020100795
2.67,0.7476114020100795
2.68,0.7476114020100795
2.69,0.7476114020100795
2.7,0.7476114020100795
2.71,0.7476114020100795
2.72,0.7476114020100795
2.73,0.7476114020100795
2.74,0.7476114020100795
2.75,0.7476114020100795
2.76,0.7476114020100795
2.77,0.7476114020100795
2.78,0.7476114020100795
2.79,0.7476114020100795
2.8,0.7476114020100795
2.81,0.7476114020100795
2.82,0.7476114020100795
2.83,0.7476114020100795
2.84,0.7476114020100795
2.85,0.7476114020100795
2.86,0.7476114020100795
2.87,0.7476114020100795
2.88,0.7476114020100795
2.89,0.7476114020100795
2.9,0.7476114020100795
2.91,0.7476114020100795
2.92,0.7476114020100795
2.93,0.7476114020100795
2.94,0.7476114020100795
2.95,0.7476114020100795
2.96,0.7476114020100795
2.97,0.7476114020100795
2.98,0.7476114020100795
2.99,0.7476114020100795
3.0,0.7476114020100795
