strain,r_value
0.0,-2599032.1683541676
0.00011,-2175895.167582431
0.0002,-1881463.7483953545
0.0003,-1600803.2057924639
0.0004,-1362009.1588643773
0.0005,-1158836.3283715108
0.0006,-985971.0514455982
0.0007,-838892.3111721948
0.0008,-713753.4965698703
0.0009,-607281.800586038
0.001,-516692.6250236931
0.002,-102718.78408334265
0.003,-20419.842236033175
0.004,-4058.6252716924064
0.005,-805.9780985256657
0.01,0.8550235400907695
0.011,1.0558241703547537
0.012,1.0957437925972044
0.013,1.1036799042485654
0.014,1.105257621500641
0.015,1.1055712751112878
0.016,1.105633629951626
0.017,1.1056460263207555
0.018,1.1056484910659492
0.019,1.1056489809416234
0.02,1.1056490782648325
0.021,1.1056490973569453
0.022,1.1056491015478969
0.023,1.1056491020135581
0.024,1.1056491024792194
0.025,1.1056491024792194
0.026,1.1056491024792194
0.027,1.1056491024792194
0.028,1.1056491024792194
0.029,1.1056491024792194
0.03,1.1056491024792194
0.031,1.1056491024792194
0.032,1.1056491024792194
0.033,1.1056491024792194
0.034,1.1056491024792194
0.035,1.1056491024792194
0.036,1.1056491024792194
0.037,1.1056491024792194
0.038,1.1056491024792194
0.039,1.1056491024792194
0.04,1.1056491024792194
0.041,1.1056491024792194
0.042,1.1056491024792194
0.043,1.1056491024792194
0.044,1.1056491024792194
0.045,1.1056491024792194
0.046,1.1056491024792194
0.047,1.1056491024792194
0.048,1.1056491024792194
0.049,1.1056491024792194
0.05,1.1056491024792194
0.051,1.1056491024792194
0.052,1.1056491024792194
0.053,1.1056491024792194
0.054,1.1056491024792194
0.055,1.1056491024792194
0.056,1.1056491024792194
0.057,1.1056491024792194
0.058,1.1056491024792194
0.059,1.1056491024792194
0.06,1.1056491024792194
0.061,1.1056491024792194
0.062,1.1056491024792194
0.063,1.1056491024792194
0.064,1.1056491024792194
0.065,1.1056491024792194
0.066,1.1056491024792194
0.067,1.1056491024792194
0.068,1.1056491024792194
0.069,1.1056491024792194
0.07,1.1056491024792194
0.071,1.1056491024792194
0.072,1.1056491024792194
0.073,1.1056491024792194
0.074,1.1056491024792194
0.075,1.1056491024792194
0.076,1.1056491024792194
0.077,1.1056491024792194
0.078,1.1056491024792194
0.079,1.1056491024792194
0.08,1.1056491024792194
0.081,1.1056491024792194
0.082,1.1056491024792194
0.083,1.1056491024792194
