Tmp373.15K_StrRt0.0001_RD_E,Tmp373.15K_StrRt0.0001_RD_S,Tmp373.15K_StrRt0.001_RD_E,Tmp373.15K_StrRt0.001_RD_S,Tmp373.15K_StrRt0.01_RD_E,Tmp373.15K_StrRt0.01_RD_S,Tmp373.15K_StrRt0.1_RD_E,Tmp373.15K_StrRt0.1_RD_S
0.026006212,980.4312134,0.026634291,987.6436157,0.019960955,958.3328247,,
0.026110815,980.6524658,0.026734378,987.9863281,0.020066338,958.6491089,,
0.026209436,980.8711548,0.026834438,988.1911011,0.02016901,958.9523926,,
0.026316535,981.2219238,0.02693147,988.5044556,0.02025602,959.2609253,,
0.026416158,981.5705566,0.027035588,988.7333374,0.020332014,959.5477295,,
0.026518738,981.7525635,0.027136553,989.038269,0.020406222,959.8327026,,
0.026616717,982.0750122,0.027251903,989.2807617,0.020494251,960.1213379,,
0.026715582,982.2563477,0.027360495,989.5534058,0.020623287,960.4500732,,
0.026819587,982.5042114,0.027457731,989.8477783,0.020740915,960.779541,,
0.026926743,982.9212646,0.027558764,990.0582886,0.020826897,961.0571899,,
0.027037835,983.0863037,0.027657541,990.3455811,0.020895356,961.3063965,,
0.027134554,983.3745117,0.027776102,990.5708618,0.020975437,961.5893555,,
0.027236432,983.6348877,0.027874436,990.9094849,0.021087058,961.9102783,,
0.027333425,983.8929443,0.0279717,991.1080933,0.021190638,962.2089233,,
0.027435614,984.2001343,0.028074764,991.3395996,0.021265633,962.4829102,,
0.027533973,984.4450684,0.028173845,991.5842285,0.021351367,962.7788696,,
0.027636232,984.7539063,0.028279809,991.8473511,0.021454073,963.074585,,
0.027745174,985.0874023,0.028377339,992.0321655,0.021577481,963.380249,,
0.027843881,985.2304688,0.028483469,992.3241577,0.021671124,963.663269,,
0.027948152,985.5709839,0.028587798,992.5731201,0.021729063,963.9008789,,
0.028054398,985.821167,0.028685505,992.7937012,0.021805266,964.177002,,
0.028153135,986.1356812,0.028796649,993.0262451,0.021910544,964.4818115,,
0.02825322,986.3369751,0.028895447,993.2893066,0.02202533,964.7820435,,
0.028352119,986.6033936,0.029000307,993.5209961,0.022113916,965.0418091,,
0.028451193,986.8581543,0.029116916,993.8193359,0.022162411,965.2819214,,
0.028549442,987.1589966,0.029216582,994.0665894,0.022240162,965.5361328,,
0.028652634,987.3937378,0.029314311,994.2556763,0.022365727,965.8292236,,
0.028752005,987.6425781,0.029429929,994.519104,0.022493128,966.1452637,,
0.02885058,987.9564819,0.029530555,994.7639771,0.022603659,966.4157715,,
0.028949134,988.2284546,0.029634384,994.9859619,0.022682725,966.6640015,,
0.029056339,988.480835,0.029734908,995.2196045,0.022765953,966.9210815,,
0.02915249,988.7566528,0.029833674,995.4136963,0.022874584,967.1922607,,
0.029256903,989.0223389,0.029935466,995.6933594,0.022972377,967.4425659,,
0.029355407,989.2997437,0.030038398,995.8999634,0.02306276,967.7072754,,
0.029455997,989.4942017,0.030143226,996.1146851,0.023130916,967.9390869,,
0.029559556,989.7911987,0.03024916,996.3746338,0.023206163,968.1688843,,
0.029656798,990.1062622,0.030358346,996.5866699,0.023323547,968.4555664,,
0.029754531,990.3416748,0.030467212,996.7636108,0.023421375,968.7123413,,
0.029861251,990.5722046,0.030573517,997.0737305,0.023493743,968.9412842,,
0.029964861,990.8799438,0.030687472,997.3067017,0.023565987,969.1633911,,
0.030063214,991.1279297,0.030806663,997.5680542,0.023657652,969.4036865,,
0.030161129,991.3956909,0.030904753,997.7327881,0.023815051,969.7089233,,
0.030268369,991.5721436,0.031028215,998.0577393,0.023933042,969.9727783,,
0.030366838,991.8117676,0.031131957,998.2780762,0.023993995,970.2000122,,
0.030470958,992.0358276,0.031232374,998.4957886,0.024043879,970.4082031,,
0.030570073,992.2410889,0.031336501,998.7281494,0.024127308,970.6386719,,
0.030668637,992.479126,0.031433403,998.9255981,0.024278758,970.9428101,,
0.030767806,992.7014771,0.031536855,999.1688232,0.024403475,971.2103882,,
0.030863946,992.9953613,0.031645175,999.3435669,0.024463898,971.4260864,,
0.030964077,993.1764526,0.031756766,999.6077881,0.024529161,971.6507568,,
