PEEQ,stress_fit
0.2,0.6749869708552901
0.21,0.6772454777594338
0.22,0.6792280809572582
0.23,0.6809540332775798
0.24,0.682442661939197
0.25,0.6837131752269375
0.26,0.6847844927650921
0.27,0.6856750988682415
0.28,0.6864029180299325
0.29,0.6869852113195182
0.3,0.6874384922716492
0.31,0.6877784607453493
0.32,0.6880199531831768
0.33,0.6881769076991184
0.34,0.6882623424538835
0.35,0.6882883458295043
0.36,0.6882660769835707
0.37,0.6882057754412415
0.38,0.688116778466963
0.39,0.6880075450441588
0.4,0.6878856853778501
0.41,0.6877579949211825
0.42,0.6876304920109703
0.43,0.6875084582788056
0.44,0.6873964810832651
0.45,0.6872984972840201
0.46,0.6872178377513837
0.47,0.6871572720734537
0.48,0.6871190529887984
0.49,0.6871049601344481
0.5,0.687116342757639
0.51,0.6871541610943821
0.52,0.6872190261692885
0.53,0.6873112378184943
0.54,0.687430820781239
0.55,0.6875775587458329
0.56,0.6877510262718345
0.57,0.6879506185430982
0.58,0.6881755789352382
0.59,0.6884250244066334
0.6,0.6886979687442488
0.61,0.688993343714401
0.62,0.6893100181845185
0.63,0.6896468152948672
0.64,0.6900025277696219
0.65,0.6903759314644949
0.66,0.6907657972538939
0.67,0.6911709013642646
0.68,0.6915900342622693
0.69,0.6920220082068566
0.7,0.6924656635735162
0.71,0.6929198740569213
0.72,0.6933835508554219
0.73,0.6938556459371125
0.74,0.6943351544831352
0.75,0.694821116599188
0.76,0.6953126183813485
0.77,0.6958087924171716
0.78,0.6963088177979058
0.79,0.69681191971237
0.8,0.6973173686879506
0.81,0.6978244795390679
0.82,0.698332610078565
0.83,0.6988411596427
0.84,0.6993495674758576
0.85,0.6998573110167102
0.86,0.7003639041233853
0.87,0.700868895271204
0.88,0.7013718657527584
0.89,0.7018724279065096
0.9,0.7023702233966057
0.91,0.7028649215634093
0.92,0.7033562178610411
0.93,0.7038438323953459
0.94,0.7043275085728159
0.95,0.7048070118683404
0.96,0.705282128717106
0.97,0.705752665533572
0.98,0.706218447858161
0.99,0.7066793196302282
1.0,0.7071351425838958
1.01,0.7075857957615833
1.02,0.7080311751384323
1.03,0.7084711933494426
1.04,0.708905779509923
1.05,0.7093348791188149
1.06,0.7097584540337267
1.07,0.7101764825058704
1.08,0.7105889592627902
1.09,0.7109958956265807
1.1,0.7113973196553893
1.11,0.7117932762962136
1.12,0.7121838275374445
1.13,0.7125690525501969
1.14,0.7129490478081426
1.15,0.7133239271764347
1.16,0.7136938219611725
1.17,0.7140588809118328
1.18,0.7144192701700709
1.19,0.7147751731592623
1.2,0.715126790410138
1.21,0.7154743393187347
1.22,0.7158180538337645
1.23,0.7161581840712248
1.24,0.7164949958547843
1.25,0.7168287701810212
1.26,0.7171598026090851
1.27,0.7174884025747663
1.28,0.7178148926292234
1.29,0.7181396076029308
1.3,0.7184628936955435
1.31,0.7187851074926025
1.32,0.7191066149101417
1.33,0.7194277900684466
1.34,0.719749014096446
1.35,0.7200706738685184
1.36,0.7203931606758417
1.37,0.7207168688349338
1.38,0.7210421942366141
1.39,0.7213695328393517
1.4,0.7216992791118578
1.41,0.722031824430792
1.42,0.7223675554406139
1.43,0.7227068523839167
1.44,0.7230500874119757
1.45,0.7233976228867816
1.46,0.7237498096873772
1.47,0.724106985534964
1.48,0.7244694733528517
1.49,0.724837579678904
1.5,0.7252115931496066
1.51,0.725591783076251
1.52,0.725978398134821
1.53,0.726371665192091
1.54,0.726771788290971
1.55,0.7271789478183183
1.56,0.7275932998781808
1.57,0.7280149758926616
1.58,0.7284440824513156
1.59,0.7288807014280743
1.6,0.7293248903821984
1.61,0.7297766832566117
1.62,0.7302360913831406
1.63,0.7307031047997681
1.64,0.7311776938799318
1.65,0.7316598112682803
1.66,0.7321493941111863
1.67,0.7326463665637744
1.68,0.7331506425484281
1.69,0.7336621287327582
1.7,0.7341807276880746
1.71,0.7347063411826312
1.72,0.735238873557515
1.73,0.7357782351272801
1.74,0.7363243455423814
1.75,0.7368771370465095
1.76,0.7374365575590934
1.77,0.7380025735118765
1.78,0.7385751723685997
1.79,0.7391543647586671
1.8,0.73974018615927
1.81,0.7403326980658456
1.82,0.740931988597951
1.83,0.7415381724965342
1.84,0.7421513904790901
1.85,0.7427718079310716
1.86,0.7433996129249556
1.87,0.7440350135722323
1.88,0.7446782347279279
1.89,0.7453295140817435
1.9,0.7459890976840599
1.91,0.7466572349685084
1.92,0.7473341733452011
1.93,0.7480201524495333
1.94,0.7487153981405928
1.95,0.7494201163500837
1.96,0.7501344868873389
1.97,0.7508586573080704
1.98,0.751592736954118
1.99,0.7523367912684469
2.0,0.7530908364842608
2.01,0.7538548347793823
2.02,0.7546286899773641
2.03,0.7554122438653071
2.04,0.7562052731856075
2.05,0.7570074873449926
2.06,0.7578185268698747
2.07,0.758637962622439
2.08,0.7594652957775756
2.09,0.7602999585469639
2.1,0.761141315623795
2.11,0.7619886663099386
2.12,0.7628412472771482
2.13,0.7636982359052671
2.14,0.7645587541334719
2.15,0.7654218727554485
2.16,0.7662866160860123
2.17,0.7671519669249787
2.18,0.7680168717440683
2.19,0.768880246023999
2.2,0.7697409796716892
2.21,0.7705979424513328
2.22,0.7714499893679154
2.23,0.7722959659472863
2.24,0.7731347133629585
2.25,0.7739650733662418
2.26,0.7747858929828908
2.27,0.7755960289460406
2.28,0.7763943518416587
2.29,0.7771797499489187
2.3,0.7779511327637427
2.31,0.7787074341991367
2.32,0.7794476154608301
2.33,0.780170667601086
2.34,0.7808756137573312
2.35,0.7815615110854974
2.36,0.7822274524006183
2.37,0.7828725675393899
2.38,0.7834960244610165
2.39,0.7840970301038551
2.4,0.7846748310160867
2.41,0.7852287137790299
2.42,0.7857580052417165
2.43,0.7862620725851033
2.44,0.7867403232337777
2.45,0.78719220463232
2.46,0.7876172039026222
2.47,0.7880148473974862
2.48,0.7883847001647618
2.49,0.7887263653351758
2.5,0.7890394834458512
2.51,0.7893237317103923
2.52,0.7895788232452716
2.53,0.7898045062611785
2.54,0.790000563226936
2.55,0.7901668100126265
2.56,0.7903030950176322
2.57,0.7904092982884654
2.58,0.7904853306304762
2.59,0.7905311327168434
2.6,0.790546674197621
2.61,0.7905319528110588
2.62,0.7904869934989562
2.63,0.7904118475273707
2.64,0.7903065916136683
2.65,0.7901713270606128
2.66,0.79000617889794
2.67,0.7898112950316932
2.68,0.7895868454014301
2.69,0.7893330211453227
2.7,0.7890500337730888
2.71,0.7887381143466541
2.72,0.7883975126684208
2.73,0.7880284964770319
2.74,0.7876313506505275
2.75,0.7872063764168253
2.76,0.7867538905715146
2.77,0.7862742247029764
2.78,0.7857677244249279
2.79,0.7852347486165236
2.8,0.7846756686702221
2.81,0.7840908677476741
2.82,0.7834807400439481
2.83,0.7828456900604615
2.84,0.7821861318870316
2.85,0.7815024884935082
2.86,0.7807951910314765
2.87,0.7800646781465603
2.88,0.7793113953018733
2.89,0.7785357941131852
2.9,0.7777383316963837
2.91,0.7769194700278133
2.92,0.7760796753180731
2.93,0.7752194173998532
2.94,0.7743391691303632
2.95,0.7734394058089074
2.96,0.7725206046101215
2.97,0.7715832440333662
2.98,0.7706278033687444
2.99,0.7696547621801655
3.0,0.7686645998058508
