PEEQ,C1,C2,C3,C4,C5,C6,C7,R²
0.00011,1.0029859317874772e-14,0.00010000980718020448,5.753303460607344e-07,1.2153986951195848,548.481918979233,341.60643583555645,0.3814062529423802,0.705142293714196
0.0002,7.336218230561315e-25,0.00010075279391447492,0.9638209632048226,0.17839474934109595,492.30331938817704,149.2807082789534,3.761392062380161,0.832779459129065
0.0003,1.532831481017698e-13,0.00010005102131082667,0.9469622543356332,0.16988154534930028,496.56089557521574,138.91436932257875,2.974118528189184,0.9645960841756244
0.0004,9.114633206250628e-09,0.009621601822578539,0.9513241715334875,0.15650402881985442,498.7419723689237,116.30943986595543,1.942128168981337,0.998706758644888
0.0005,0.2847350651727783,0.009999999999999998,0.9496069214987611,0.14955984399365319,501.1427998653793,151.83765821614827,2.984232894025456,0.9999998963424713
0.0006,0.39600150767359027,0.0086273722049396,0.9454076853666675,0.14438844073762871,503.69992871562147,148.48916777903568,2.6443506056915203,0.9999999999999661
0.0007,0.4332091207448286,0.007767291458458058,0.9413260254837464,0.1393992607644317,505.85944243102114,144.3467705958428,2.380308133871156,1.0
0.0008,0.498397680477062,0.007540267754190814,0.9375085160639799,0.1353819808770474,507.4093281330215,127.71233534296503,1.773645037561567,0.9999999999999863
0.0009,0.6182823010383834,0.007799805372369254,0.9339936425309816,0.132732063960646,508.36175500390397,136.43169678896703,1.8994110311554242,0.9999999999999872
0.001,0.6542876209697751,0.007631965767137847,0.9304894724723882,0.13029419631494502,509.52354034610227,106.00161907513613,1.1055532593343176,0.9999999999999989
0.002,0.7753395148886917,0.006754269849119732,0.904280701608689,0.12329700049518834,517.6630508089801,162.23858832892364,2.127393870935532,0.999999999999998
0.003,0.8375701231775644,0.0065114194325947795,0.8876824727070404,0.12623025445316416,522.4519420021222,142.82732666704828,1.4641735223173544,0.9999999999999972
0.004,0.8801747651660959,0.00635808739921027,0.8745614860405646,0.13131510673753174,526.0200670676903,145.72255129116903,1.3814228958718227,1.0
0.005,1.1645400859692099,0.006922070051086546,0.8536694639345286,0.1492032847943377,529.1811839080183,140.40554706954524,1.0088180144531738,0.9999999999952557
0.01,0.9453653282400787,0.005035205404361192,0.7871052198229782,0.18009422536916841,544.8108223045612,150.04770118933612,0.9193066206883728,0.9999999999999089
0.011,0.955989086580127,0.004788555639796766,0.7661035724333606,0.19201408736303105,548.2720026315454,149.91907620195096,0.8542564567270325,0.9999999999999829
0.012,0.8891705609691567,0.004537652022531267,0.7702459302927107,0.1845952241891014,548.6086964818209,140.62842629538795,0.8129260019191517,0.9999090582783025
0.013,0.9194106527020753,0.004188708130954883,0.7304345144462857,0.205942859484534,554.0578935701644,168.1872213494736,1.0104868893666021,0.9999999999999999
