PEEQ,C1,C2,C3,C4,C5,C6,R²
0.00011,3.633464593108043e-09,0.009959162292170158,0.6460706993478802,0.5736069283307664,545.4360117110767,349.99999999752936,0.684517378753998
0.0002,3.710431172287977e-29,0.009999972480559609,0.9497199925756817,0.17598299854631963,490.6644625146794,100.00076607556137,0.8043505016468379
0.0003,6.287367299549347e-13,0.00010001050000170604,0.9360411691168343,0.16657532543612044,493.60148784406874,100.00000000028771,0.9456260675445327
0.0004,0.000441077142268756,0.009999999998558535,0.9428336767989622,0.15363455633652154,495.3954469401,100.00184048653368,0.9860069886341124
0.0005,0.348327915095108,0.009999990634018477,0.941930916580973,0.14931782775863928,499.3233310694032,100.00000071645171,0.9940432057974724
0.0006,0.6341310439240063,0.009999999997083321,0.9407302823799002,0.14516442414706676,502.20601824755494,100.00000000023472,0.9980068542034218
0.0007,0.8482560986006432,0.009999999957282835,0.9394940324157913,0.14112657986859845,504.1963853505291,100.00001977083913,0.9996784821390875
0.0008,0.8261278074564726,0.009275163712582456,0.9373311847795193,0.1371481119315841,506.0653493769384,100.01113662907349,0.9999879694606966
0.0009,0.7420615528478158,0.008429581477380491,0.9340448337573471,0.13356709883441237,507.8307099718387,100.561827507111,0.9999999999999402
0.001,0.8115161520957016,0.008373355599961581,0.9304770779366656,0.13153226171159813,508.8426023662826,102.97683843718261,0.9999999999999597
0.002,0.6961741614895481,0.006388350560125406,0.9045957703639272,0.12161203729896364,518.026633484799,108.81204520364022,0.9999999999999942
0.003,0.688553933824473,0.005870641835985208,0.8894912739550366,0.12156495701175886,522.865993557505,112.09727896683718,0.9999999999999729
0.004,0.607232145176727,0.005190869286021155,0.8805258174010343,0.11975406710794133,526.0932003709274,109.80820268587173,0.9999981266381812
0.005,0.9504773382473881,0.006329739833916405,0.8608918829902656,0.1394623468729052,529.1794666600501,131.48799405738805,0.9999999999999968
0.01,0.7010375062425541,0.004354975058767298,0.8153998720447655,0.14889460022044967,541.3755319802492,135.88261192655042,0.9999999999999999
0.011,0.7309005825855486,0.00420329395203075,0.7973212385329191,0.1586025106932616,545.0583924553625,141.40276665500792,0.9999355746745673
0.012,0.8254083665127273,0.004245148809345081,0.7678805845261674,0.18008161717825924,549.0396029176941,154.60496181037794,0.9999999999999956
0.013,0.7533767863616089,0.00415144466311502,0.7888177672020193,0.16494159608860376,546.111268865824,141.22586117736878,0.999497871132082
0.014,0.7382828965799724,0.003585597265326321,0.7504911754533213,0.17646394430729131,551.8731111690416,150.7385244208044,0.9999999999999972
0.015,0.7427610568396953,0.0033875563778277737,0.733027879322795,0.18218503352894133,554.1732404681018,153.0943015757972,0.9999999999999932
0.016,0.9574751815081963,0.003515090831625877,0.6521313619214387,0.2407932280504819,563.7701503641348,179.7296855447785,0.9999999999890614
0.017,0.7040546210589089,0.0030033011732860417,0.7184254447416765,0.17902031145973601,555.545510056884,149.5010335580029,0.9999944867636746
0.018,0.802268577669687,0.004231588310446023,0.7830229047454056,0.17285349266584096,547.9101270075847,140.90929479041097,0.9981224421274354
0.019,0.7936322728429234,0.004168785357054918,0.7812822720437493,0.17316730867509733,548.0727434824419,140.92719618538032,0.9981046227680419
0.02,0.7815899922676307,0.004100457708808506,0.7797199182560871,0.17353873004800618,547.8533889265434,140.96298458130454,0.998075443330237
0.021,0.806580610552667,0.004188272573250811,0.7793394167153124,0.17626870875841774,548.5288651181023,140.83148021748798,0.997487680045005
0.022,0.8345362598595657,0.00429476468441611,0.77924863177972,0.17941691020891534,548.5429922689087,140.7368212202106,0.9967771468006864
0.023,0.6904904912916057,0.002094765355110751,0.6392711512444292,0.18048385854842844,560.4180608453296,145.50205609378602,0.9999999999999959
0.024,0.8506714965058809,0.004323078307586698,0.7771316245221495,0.18279762924246679,548.9284608442816,140.66637976389697,0.99610903332477
0.025,0.8251201463330862,0.004217521881212129,0.7760481694976162,0.1820513178649842,548.5960617157558,140.75229274586079,0.9964864929337959
0.026,0.8776542247782512,0.004396102270672063,0.7753485890828755,0.18696466481722662,549.2101692005431,140.54875890788722,0.9951655386109922
0.027,1.0618323957938434,0.0042333693712899795,0.6828193215353355,0.24971894258688523,556.9485075260291,179.8320848673247,0.9945969791373546
0.028,0.6518328214064065,0.0016854253087879585,0.617882177949452,0.16634509814250806,558.0466675709065,133.44138766563952,0.9999999999999969
0.029,0.6687962127171518,0.0016542299202916618,0.603449592463023,0.17018704673995239,559.1253227673426,135.06013503576347,1.0
0.03,0.8894259820764344,0.0044119072788495785,0.7730602657694723,0.19139612001178116,549.5523473722175,140.4924934452531,0.9945949543533722
0.031,0.874874046849903,0.004336970811286054,0.7711262928432466,0.19200024398954443,549.6154245510087,140.51810480517065,0.9948849049249552
0.032,0.8235415423113953,0.0016172402846008082,0.49781729530436014,0.20955906914634745,568.4839809113722,153.263762184008,0.9999999999999999
0.033,0.8944310446238423,0.004421474272272444,0.7717014095027195,0.19480829245205536,549.7195945505463,140.45041830593934,0.9943491497940111
0.034,0.8975172408006739,0.0044609589215530805,0.7735200943494227,0.1946549679140517,549.664881715077,140.45338209630492,0.994227198411588
0.035,0.7674616490525684,0.0015192123360203958,0.5211639337455239,0.19336382395437648,564.7962462554848,143.64043266342838,1.0
0.036,0.6347655936635503,0.0014563922408709553,0.6016946936643641,0.16164461314386844,556.1216841698827,124.53114838353012,0.9999999999998601
0.037,0.7192112809065236,0.0014749845407096979,0.5473265934878635,0.18161164863771107,561.6767586162186,136.18922401009226,0.9999999999999986
0.038,0.6367471916980387,0.0014420284524942748,0.5983602559490924,0.1631243490086671,556.2425840584419,124.16658592150381,0.9999999999999979
0.039,0.948463034466462,0.004632196333334295,0.7721705528897689,0.20251577703834645,550.0280226615176,140.27156504570405,0.9929960914010713
0.04,0.9441567863080262,0.004627045988469084,0.7725832635564943,0.20252862899252233,550.0300033596909,140.28467901744494,0.9931202064969159
0.041,0.946383112728367,0.004621438037147878,0.7714556943435164,0.2038117148282211,550.0556410553953,140.27796922580188,0.9930940984225212
0.042,0.8005115306064232,0.0014456043838682595,0.4874376001026928,0.20302566434550148,566.2332449443552,144.1628319205521,0.9999999999999996
0.043,1.0395827004992273,0.003923620323477687,0.6561423419193195,0.26886857706104267,559.1123756898984,179.3340570737119,0.9899948018272259
0.044,1.0415484442817995,0.003934223666920468,0.6560652447705864,0.2698936375330116,559.0371268325885,179.3481755048022,0.9896195297710849
0.045,0.714703511840198,0.0014441346253671178,0.5450063936262155,0.18537694733041804,561.3616050440328,133.54073321644987,0.9999999999999968
0.046,0.7981864696342573,0.0028088724787626957,0.6595143031553933,0.2233223057257531,561.8316362941531,149.11236111725563,0.9987640871320321
0.047,0.72950975245206,0.0014484086635851963,0.5352221645581489,0.19037344587629676,562.2908062443404,135.16325244926122,0.9999999999999993
0.048,0.6585029906426012,0.0014600254325278887,0.5842222546686165,0.1760151317373962,558.158770234658,126.43540712167402,1.0
0.049,1.075206645064045,0.00424909475285185,0.6864316199310371,0.26043897320839543,557.4166636306604,167.13454526846604,0.9939696045485098
0.05,0.6879751616345725,0.0014680896035267625,0.5651675201813923,0.1841456265957555,560.0574343301442,130.1964642340116,0.9999999999983212
0.051,0.6974261244378303,0.0014726167086426042,0.5592437689985227,0.18712752185707524,560.6676467149241,131.36547052651144,0.9999999999999987
0.052,0.6913245328736514,0.0014804181580499716,0.5641299173715206,0.18680039930816383,560.3827485942746,130.68899859174596,1.0
0.053,0.6560714440792147,0.0014958880820870536,0.5892615884543514,0.18041027589167882,558.4007478192518,126.4885230032346,0.9999999999999536
0.054,0.7156515308618909,0.0014883395959699435,0.548565168670204,0.19395469833938914,561.8764978255443,133.60467654957694,0.9999999999999997
0.055,0.7457155970728616,0.0014870591701289027,0.5281215703791006,0.20145975749181352,563.5623885125833,136.9639838517374,0.999999999999998
0.056,0.7623445266504983,0.001488884020757407,0.5170527041936449,0.20608435759983665,564.4888100208744,138.76604960173438,1.0
0.057,0.8505105212013528,0.0014694603399818952,0.4544778961422984,0.22691242686169694,568.9518063227342,147.5832589969877,0.9999999999999999
0.058,1.0827669800724593,0.004307743636273466,0.6917431036944575,0.2629894663849717,557.9495105347488,162.56915340385808,0.9946721167645646
0.059,0.8342367496868432,0.002671570138690117,0.6246581307311209,0.24365257115627362,564.8826950981207,151.87902053634957,0.9990419787394933
0.06,0.7333637359209023,0.0015262104427778932,0.5407192785733884,0.20357074557322705,563.1702737953364,135.87793072948594,0.9999999999999974
0.061,0.81881001737057,0.0015027930617490914,0.4802806219709829,0.22347019882896346,567.5375987859403,144.55832784332404,0.9999999999999997
0.062,0.7339804846203953,0.001540957265270559,0.5419179386512117,0.20558521364288043,563.3066583205455,136.0619784538099,0.9999999999999993
