PEEQ,C1,C2,C3,C4,C5,C6,C7,R²
0.00011,3.88618519081078e-13,0.009999999581567831,0.035545469160973016,1.493155679423214,535.11081036345,349.9999997456087,-11.822923651227262,0.9954763483369125
0.0002,0.30982360353999566,0.009999999999999998,0.9999999999999999,0.25488586168085464,541.6746468092927,137.73960689366754,-21.22561111241999,0.9924949946365004
0.0003,0.9588449922003901,0.009999999999999998,0.9999999999999712,0.18460237496408055,517.4028142859794,100.0000000000001,3.590159467991728,0.9746394795830925
0.0004,1.4665324637970976,0.009999999999999998,0.9835333953155712,0.16723979128400296,528.165781522596,100.00000000000001,-4.745701805017109,0.9426675168883124
0.0005,1.7440238832429218,0.009999999999999998,0.975794825148133,0.15723538701865122,527.973355494693,100.00000000542461,-2.878265026933583,0.9231465861528023
0.0006,1.917425780572321,0.009999999999999998,0.9709451735416437,0.1496729547342041,513.2269851924058,100.00000000000001,13.193111022950822,0.9125499819745602
0.0007,2.9937936386289286,0.009999999999999998,0.9127596709920949,0.1838553308983459,541.2240520345164,137.97895454586984,-0.7433716025693835,0.897115137542753
0.0008,2.9999999999999996,0.009999999999999998,0.9154200047406988,0.1741292235443632,542.8006976579813,135.01605960330582,-1.8225256385695991,0.8998202487217395
0.0009,2.999999999976402,0.009999999999999998,0.9168085684129609,0.16627668445075805,529.8131577413295,133.17158323712866,11.610604978383703,0.9040088800485926
0.001,2.9999999999999996,0.009999999999999998,0.9175740633686437,0.15974823391341214,533.778124095865,131.6527182250415,8.095614635717476,0.9090794458690303
0.002,2.9999999999999996,0.008302283514505316,0.7940835792500265,0.22853570547181398,563.7417850518859,180.34979158193312,1.7221197314731367,0.9652550989056936
0.003,2.9999999999999996,0.007901966102743718,0.7472219723024777,0.25327980517516374,555.1481768364977,196.59121136871613,18.16521042715513,0.9944149355654616
0.004,2.621534169077276,0.0073647846986213805,0.7397125338297321,0.2468475632289016,563.9953807203165,195.9565048024321,14.336384031485954,0.9999999999999836
0.005,2.35553047606458,0.008631687011263859,0.8753607494160752,0.12858839856851986,555.8385881828593,138.75001648803794,5.838586999913462,0.9969358829156177
0.01,0.8701597615993174,0.0050056713439180925,0.8510667839050765,0.11770088100981936,564.2276667613454,113.80184313015673,18.130282614145766,0.9999999999999928
0.011,1.1853291442868128,0.006935302322941722,0.896317625124404,0.09836084616483107,559.8850322973917,100.55677680338519,11.524465771324028,0.9994063057025038
0.012,1.1172894481440803,0.006696733125632278,0.8931669442679976,0.09947138047091487,560.4747722192964,100.56465687087245,11.972949758363137,0.9994346046430219
0.013,0.9077209973034582,0.005864410207826061,0.8847198442901155,0.09984089278264256,562.6759491892288,100.2829703855078,12.803971320922507,0.999964582556751
0.014,0.7926781797062284,0.004775658511730623,0.8510092503670397,0.1142116674374466,566.2024770616046,109.31444477116925,16.05569102632148,1.0
0.015,0.8985930127554044,0.005834421073690731,0.8832364838738294,0.10047314050566349,561.637535732933,100.0134879105622,13.451107803502204,0.9999999618389898
0.016,0.8387304110489686,0.005402864375039592,0.8726011506609544,0.10469015734268246,557.4292758557895,103.04473647070702,19.74831204588967,0.999996708758067
0.017,0.7662499694050259,0.00458322303195151,0.8439334325449274,0.11611140560279523,566.4954180088174,110.62252137683919,15.721904700456486,0.9999999999999991
0.018,0.7934875647061918,0.004952809900230801,0.8574416487857214,0.11082250833689108,564.4227465998515,107.59207477997653,14.790274021637762,0.9999999999999998
0.019,0.7818199684949027,0.004824361698133813,0.852471127416317,0.1127006219242008,561.8279035913149,109.07870390868491,17.76665544071629,0.9999999999999979
0.02,0.832291176227308,0.00535738676013602,0.8689640968785174,0.10616889299344683,554.8842971400362,105.38019987836546,20.33424347069454,0.999999999999993
0.021,0.8267803871444055,0.005376965740399587,0.8703917542870941,0.10517103432385355,554.4269217439872,104.61292564301161,20.11473061278168,0.9999923053020008
0.022,0.8329392155231752,0.005391889449879304,0.8695008030419207,0.10577087783548367,554.4093351413198,105.25886470518543,19.82500235548059,0.999999999995811
0.023,0.725776639995762,0.003590273087357032,0.7866503549836189,0.13536128205152761,565.3515128834985,123.19239019525604,22.156873527359135,0.9999999999999406
0.024,0.7744369347019594,0.004748376756436212,0.84738349481513,0.11455656475133813,561.6781596117831,111.61927325037817,16.319166721394833,0.9999999999999994
0.025,0.7995191852423266,0.005074123798394264,0.8588929692898127,0.10996593581428317,556.2640022778481,108.67408558902224,19.046113233030766,0.9999999999999979
0.026,0.7953117442496301,0.005034845744172922,0.8573549832147687,0.1105449399727506,561.2219835642563,109.23075899956376,14.010537334810099,1.0
0.027,0.7457840516853118,0.004526093645302156,0.8403454062975845,0.11594841900425615,562.5221731172167,113.64763950058568,15.605318517024994,0.9999324673008941
0.028,0.9035222618480295,0.006050728204204784,0.8852082273170359,0.09888063216230057,552.3154305508452,100.10976887164581,15.244868447596188,0.9999938691364982
0.029,0.7344756423457521,0.004014859034898947,0.8113856993247172,0.12753148515608356,566.0803801231257,120.4449044987111,16.080661401494762,0.9999999999999923
0.03,0.830434817304421,0.005265407825424676,0.8610710641553455,0.11017225681939768,560.8346032897254,108.68669681441196,11.979025538693543,0.9998552436166424
0.031,0.8167813699613816,0.005329954480310459,0.8662884677192744,0.10676148473346465,558.0737340077945,107.09207487724672,13.284736099145935,0.9999999999999875
0.032,0.8861155722515022,0.0060107566903809875,0.8850547447504516,0.09845739771409186,557.7785877555589,100.2016049799041,8.394866566898928,0.9999885608654525
0.033,0.7935336461089337,0.005092408663530741,0.8585533089107349,0.10992316294736272,559.3112024345885,109.77472521259934,13.088475825292816,0.9999999999999206
