
                  X             Displacement          Force      

                0.                 0.                 5.30508    
               50.0038E-06        10.0006E-03         1.0099E+03 
              100.003E-06         20.0049E-03         2.14809E+03
              150.006E-06         30.007E-03          2.94647E+03
              200.002E-06         40.0025E-03         4.14005E+03
              250.003E-06         49.9993E-03         4.98889E+03
              300.005E-06         59.9961E-03         6.00298E+03
              350.001E-06         69.9916E-03         6.85289E+03
              400.003E-06         79.9885E-03         7.7805E+03 
              450.004E-06         89.9854E-03         8.39318E+03
              500.006E-06         99.9823E-03         9.04898E+03
              550.002E-06        109.978E-03          9.59199E+03
              600.004E-06        119.975E-03          9.95044E+03
              650.005E-06        129.953E-03         10.2277E+03 
              700.001E-06        139.92E-03          10.4545E+03 
              750.003E-06        149.888E-03         10.6532E+03 
              800.005E-06        159.857E-03         10.8528E+03 
              850.006E-06        169.826E-03         10.9432E+03 
              900.002E-06        179.793E-03         11.0213E+03 
              950.004E-06        189.761E-03         11.0833E+03 
                1.E-03           199.77E-03          11.1493E+03 
                1.05E-03         209.828E-03         11.2125E+03 
                1.10001E-03      219.886E-03         11.2723E+03 
                1.15E-03         229.942E-03         11.3271E+03 
                1.2E-03          240.E-03            11.3755E+03 
                1.25E-03         250.056E-03         11.4184E+03 
                1.3E-03          260.114E-03         11.4558E+03 
                1.35001E-03      270.171E-03         11.4898E+03 
                1.4E-03          280.228E-03         11.5217E+03 
                1.45E-03         290.286E-03         11.5504E+03 
                1.5E-03          300.342E-03         11.576E+03  
                1.55E-03         310.4E-03           11.5996E+03 
                1.6E-03          320.456E-03         11.6205E+03 
                1.65E-03         330.514E-03         11.6396E+03 
                1.70001E-03      340.572E-03         11.6565E+03 
                1.75E-03         350.628E-03         11.6718E+03 
                1.8E-03          360.685E-03         11.6855E+03 
                1.85E-03         370.742E-03         11.6978E+03 
                1.9E-03          380.8E-03           11.7088E+03 
                1.95001E-03      390.858E-03         11.7184E+03 
                2.E-03           400.913E-03         11.727E+03  
                2.05E-03         410.971E-03         11.7344E+03 
                2.1E-03          421.028E-03         11.7407E+03 
                2.15E-03         431.086E-03         11.7459E+03 
                2.2E-03          441.142E-03         11.7501E+03 
                2.25E-03         451.199E-03         11.7533E+03 
                2.30001E-03      461.257E-03         11.7556E+03 
                2.35E-03         471.314E-03         11.757E+03  
                2.4E-03          481.371E-03         11.7576E+03 
                2.45E-03         491.428E-03         11.7574E+03 
                2.5E-03          501.485E-03         11.7564E+03 
                2.55001E-03      511.543E-03         11.7548E+03 
                2.6E-03          521.599E-03         11.7526E+03 
                2.65E-03         531.657E-03         11.7498E+03 
                2.7E-03          541.714E-03         11.7464E+03 
                2.75E-03         551.771E-03         11.7434E+03 
                2.8E-03          561.827E-03         11.7406E+03 
                2.85E-03         571.885E-03         11.7377E+03 
                2.90001E-03      581.943E-03         11.7344E+03 
                2.95E-03         591.999E-03         11.7303E+03 
                3.E-03           602.057E-03         11.7256E+03 
                3.05E-03         612.114E-03         11.7202E+03 
                3.1E-03          622.171E-03         11.7142E+03 
                3.15001E-03      632.229E-03         11.7076E+03 
                3.2E-03          642.285E-03         11.7004E+03 
                3.25E-03         652.343E-03         11.6925E+03 
                3.3E-03          662.399E-03         11.6841E+03 
                3.35E-03         672.457E-03         11.6752E+03 
                3.40001E-03      682.514E-03         11.6657E+03 
                3.45E-03         692.571E-03         11.6559E+03 
                3.50001E-03      702.629E-03         11.6458E+03 
                3.55E-03         712.685E-03         11.6355E+03 
                3.6E-03          722.743E-03         11.6248E+03 
                3.65E-03         732.799E-03         11.6137E+03 
                3.7E-03          742.856E-03         11.6021E+03 
                3.75001E-03      752.72E-03          11.59E+03   
                3.8E-03          762.547E-03         11.5773E+03 
                3.85E-03         772.377E-03         11.564E+03  
                3.9E-03          782.204E-03         11.5501E+03 
                3.95E-03         792.034E-03         11.5355E+03 
                4.E-03           801.861E-03         11.5203E+03 
                4.05E-03         811.691E-03         11.5046E+03 
                4.10001E-03      821.519E-03         11.4883E+03 
                4.15E-03         831.348E-03         11.4713E+03 
                4.2E-03          841.176E-03         11.4538E+03 
                4.25E-03         851.005E-03         11.4358E+03 
                4.3E-03          860.622E-03         11.4171E+03 
                4.35001E-03      870.224E-03         11.3979E+03 
                4.4E-03          879.822E-03         11.3782E+03 
                4.45E-03         889.862E-03         11.357E+03  
                4.5E-03          900.201E-03         11.3345E+03 
                4.55E-03         910.539E-03         11.3114E+03 
                4.6E-03          920.879E-03         11.2875E+03 
                4.65001E-03      931.217E-03         11.2629E+03 
                4.7E-03          941.514E-03         11.2376E+03 
                4.75E-03         951.607E-03         11.2115E+03 
                4.8E-03          961.7E-03           11.1847E+03 
                4.85E-03         971.793E-03         11.1572E+03 
                4.9E-03          981.884E-03         11.1288E+03 
                4.95E-03         991.977E-03         11.0997E+03 
                5.E-03             1.00198           11.0698E+03 
                5.05E-03           1.01183           11.0391E+03 
                5.10001E-03        1.02167           11.0076E+03 
                5.15E-03           1.03152           10.9753E+03 
                5.2E-03            1.04136           10.9422E+03 
                5.25E-03           1.05121           10.9082E+03 
                5.3E-03            1.06106           10.8734E+03 
                5.35E-03           1.0709            10.8378E+03 
                5.4E-03            1.08075           10.8012E+03 
                5.45E-03           1.09059           10.7639E+03 
                5.5E-03            1.10044           10.7256E+03 
                5.55001E-03        1.11029           10.6867E+03 
                5.60001E-03        1.12028           10.6464E+03 
                5.65E-03           1.13041           10.6034E+03 
                5.7E-03            1.14055           10.5599E+03 
                5.75E-03           1.15068           10.516E+03  
                5.8E-03            1.16047           10.4717E+03 
                5.85E-03           1.17007           10.4271E+03 
                5.9E-03            1.18034           10.3789E+03 
                5.95E-03           1.19067           10.3295E+03 
                6.E-03             1.20056           10.2797E+03 
                6.05E-03           1.21045           10.2296E+03 
                6.1E-03            1.22034           10.1791E+03 
                6.15E-03           1.23028           10.1252E+03 
                6.2E-03            1.24052           10.0692E+03 
                6.25E-03           1.25076           10.0128E+03 
                6.3E-03            1.26044            9.95631E+03
                6.35E-03           1.27004            9.8995E+03 
                6.4E-03            1.2805             9.83743E+03
                6.45E-03           1.29059            9.77396E+03
                6.5E-03            1.30055            9.71033E+03
                6.55E-03           1.3105             9.64662E+03
                6.6E-03            1.31999            9.58224E+03
                6.65E-03           1.33039            9.51045E+03
                6.7E-03            1.34079            9.43865E+03
                6.75E-03           1.35062            9.36701E+03
                6.8E-03            1.36022            9.29535E+03
                6.85E-03           1.36993            9.22316E+03
                6.9E-03            1.38055            9.14168E+03
                6.95E-03           1.39061            9.06052E+03
                7.E-03             1.40067            8.97963E+03
                7.05E-03           1.41073            8.89926E+03
