PEEQ,m0,m1,R_squared
0.0,-1.5202785919421793,4.037634651589379,-9.824143725722353
0.00011,-1.6908194171915256,4.103634814711839,-24.28703139131531
0.0002,-3.8496477958394637,4.769988403749552,-22.62417525102116
0.0003,-2.267218155806153,4.219244044169828,-23.653399719940346
0.0004,-2.11364272134236,4.388178002505115,-23.513673896998267
0.0005,-1.9870283250234657,4.336389884354336,-22.68717364988139
0.0006,-1.8958179816221674,4.302388823208642,-21.433800032983577
0.0007,-1.804779404100242,4.276295785439397,-19.93100472377002
0.0008,-1.7202056721350796,4.25631681384557,-18.326430518054202
0.0009,-1.6467490076411335,4.241992877857243,-16.711842365439036
0.001,-3.5619192359967147,5.252188651530666,-15.137482943184708
0.002,-1.0021889408414224,4.365600080184972,-4.5186986772978806
0.003,999.9999999971095,2.242730610328558,-1.0222335720533011
0.004,999.9999999990948,2.4782315188552917,-0.36175751174281245
0.005,-0.005659131364417459,0.2828581022293833,-0.06894956402931918
0.01,-0.015942347552272557,0.2545798413618145,0.3374314272686163
0.011,-0.017545253041197854,0.26282959704058323,0.35819216256025255
0.012,-0.019114615915321383,0.27193484338223534,0.37215066388835705
0.013,-0.02057118250919127,0.2808432558972804,0.3810180829463884
0.014,-0.02196981231396054,0.2898478940791205,0.3859544438081346
0.015,-0.023280553190321605,0.29860433837969796,0.38777756325757784
0.016,-0.024503543163029697,0.3070698396007952,0.38708394418693504
0.017,-0.025626870029636116,0.3151406682168403,0.3843218540938669
0.018,-0.02664729058752936,0.3227930004586629,0.37983721538678117
0.019,-0.027567306066337203,0.33004491344314635,0.37390336150168124
0.02,-0.026780716980336124,0.3298977793543944,0.3589494794241985
0.021,-0.028270878165290562,0.33974607248261884,0.35497178999457724
0.022,-0.0297460353940946,0.34924721453993457,0.3502798838955874
0.023,-0.031173717467562985,0.3582530512876201,0.34497754959733173
0.024,-0.03259173609335424,0.3669989797287615,0.33915245996946985
0.025,-0.03396897557666341,0.375350165749013,0.3328793392812506
0.026,-0.03528359330347046,0.3832334369533363,0.32622236989448516
0.027,-0.03649471782474651,0.3905010162240183,0.3192370360674899
0.028,-0.03767945585979372,0.3975415259673419,0.31197156373011636
0.029,-0.0388028846919217,0.40422111727637305,0.30446806697194884
0.03,-0.039796364707600416,0.4102751294077772,0.29676346370692996
0.031,-0.04073406674515718,0.4160462282410883,0.28889021936696146
0.032,-0.04162495511305303,0.4215845779810015,0.28087695572532745
0.033,-0.04236527278641345,0.4264949204471304,0.27274895424303136
0.034,-0.04307526125098451,0.4312740244063475,0.264528583591511
0.035,-0.04365851012181237,0.4355555064434603,0.2562356568120503
0.036,-0.0441486826412421,0.4394852233054982,0.24788773062195146
0.037,-0.044555729348730776,0.4431107740320792,0.23950036884415893
0.038,-0.04486255059897018,0.44637506288907774,0.23108736770929128
0.039,-0.04509931555152198,0.4493968494762963,0.2226609490926934
0.04,-0.0452585504606261,0.45215089297056466,0.21423193227361592
0.041,-0.0453393403947208,0.45463602945710946,0.2058098823793849
0.042,-0.04534581681050667,0.45686825323538155,0.19740324248453867
0.043,-0.04528202095510461,0.4588620068072636,0.18901945005324183
0.044,-0.04515197943814491,0.4606306746676802,0.18066504045571685
0.045,-0.044959712848938876,0.4621868036512695,0.17234573920145801
0.046,-0.04470926073390766,0.4635423648387968,0.16406654435752777
0.047,-0.044405213344276113,0.46471094780154115,0.15583180037179156
0.048,-0.044035483854078614,0.46564198129492673,0.14764526427810976
0.049,-0.04362527273174047,0.46642945191350416,0.13951016517839787
0.05,-0.04318805686204091,0.4671126646794385,0.13142925968885488
0.051,-0.04271803199379268,0.4676739778102119,0.12340487718755477
0.052,-0.04220118207830345,0.468053136790428,0.11543896514312446
0.053,-0.04167791163780796,0.46839806662643624,0.10753313094203032
0.054,-0.04112727814990241,0.4686302052551848,0.0996886726028906
0.055,-0.04053374493904041,0.46867758665502457,0.09190661715238224
0.056,-0.03992082526225537,0.46863083755120727,0.08418774498329307
0.057,-0.03929308481874883,0.4685055044932093,0.07653261890119512
0.058,-0.03863598837822016,0.46823489128172213,0.06894160801052296
0.059,-0.037971807723259844,0.46791156533489137,0.061414908179087346
0.06,-0.037311107390840925,0.467575514096417,0.0539525640164944
0.061,-0.03665081631550139,0.4672155589330477,0.04655448413210228
0.062,-0.035973354819719035,0.4667500066526065,0.03922045927299711
0.063,-0.03526700135365765,0.46611579587150703,0.0319501762013682
0.064,-0.03459136225176465,0.4655926852874052,0.024743230481379053
0.065,-0.03390268172922465,0.4649714086774351,0.017599138695852945
0.066,-0.03322133781523695,0.4643495709771105,0.010517349324724368
0.067,-0.032536371097573145,0.4636703808238677,0.0034972527102902218
0.068,-0.03183739596882358,0.4628755970543912,-0.0034618102361014813
0.069,-0.031152775623006567,0.46211226679006273,-0.01036054244109974
0.07,-0.030468798946800282,0.46130644662063147,-0.017199680122584438
0.071,-0.02979256016849653,0.46049655747041307,-0.02397998873782403
0.072,-0.029120398506400788,0.45966159596387474,-0.030702256674154604
0.073,-0.02847376364780714,0.4589273170164447,-0.037367291110038225
0.074,-0.027795653701063263,0.4579562106396935,-0.04397590974529009
0.075,-0.02714291428405941,0.4570844744956992,-0.05052894429498189
0.076,-0.02648444857311071,0.45612256941400553,-0.057027229831896786
0.077,-0.025845133710209314,0.4552265613515214,-0.06347160398380303
0.078,-0.02522592818881707,0.4544085481784142,-0.06986290504365456
0.079,-0.02460517336434496,0.4535274356603888,-0.07620196994365225
