PEEQ,Stress
0.48,1.351548498740569
0.49,1.34929960311727
0.5,1.3470109043840002
0.51,1.3611276844942461
0.52,1.3651188244301902
0.53,1.3689239404766782
0.54,1.3725511831672197
0.55,1.3760084236160268
0.56,1.37930326321819
0.57,1.3824430426723109
0.58,1.3854348503904532
0.59,1.3882855303546067
0.6,1.3910016894744555
0.61,1.3935897044967174
0.62,1.3960557285123605
0.63,1.3984056971045082
0.64,1.400645334176318
0.65,1.4027801574951386
0.66,1.4048154839862033
0.67,1.406756434806411
0.68,1.408607940226176
0.69,1.4103747443446617
0.7,1.412061409661629
0.71,1.4136723215265987
0.72,1.415211692484026
0.73,1.4166835665311042
0.74,1.4180918233027713
0.75,1.4194401821967082
0.76,1.4207322064492822
0.77,1.4219713071716835
0.78,1.4231607473539316
0.79,1.4243036458429186
0.8,1.4254029812992515
0.81,1.426461596136304
0.82,1.4274822004437655
0.83,1.4284673758967783
0.84,1.4294195796508062
0.85,1.4303411482214572
0.86,1.4312343013476896
0.87,1.4321011458360948
0.88,1.4329436793834196
0.89,1.4337637943738804
0.9,1.4345632816475244
0.91,1.435343834235455
0.92,1.4361070510575824
0.93,1.4368544405783434
0.94,1.4375874244157847
0.95,1.4383073408993479
0.96,1.4390154485717852
0.97,1.4397129296306885
0.98,1.4404008933053059
0.99,1.4410803791645148
1.0,1.4417523603520297
1.01,1.4424177467452268
1.02,1.4430773880342755
1.03,1.443732076718537
1.04,1.4443825510176014
1.05,1.4450294976946263
1.06,1.4456735547900355
1.07,1.4463153142639722
1.08,1.4469553245462878
1.09,1.4475940929931919
1.1,1.4482320882500097
1.11,1.4488697425198995
1.12,1.4495074537386285
1.13,1.4501455876558587
1.14,1.450784479823696
1.15,1.4514244374934913
1.16,1.4520657414221703
1.17,1.452708647589584
1.18,1.453353388828599
1.19,1.4540001763698318
1.2,1.4546492013031012
1.21,1.4553006359578349
1.22,1.4559546352047843
1.23,1.456611337681533
1.24,1.4572708669443413
1.25,1.457933332548992
1.26,1.4585988310633113
1.27,1.459267447014113
1.28,1.4599392537713265
1.29,1.4606143143720718
1.3,1.461292682287449
1.31,1.4619744021348144
1.32,1.4626595103382378
1.33,1.463348035739853
1.34,1.464040000164741
1.35,1.4647354189419306
1.36,1.4654343013840427
1.37,1.4661366512280467
1.38,1.4668424670395206
1.39,1.4675517425827103
1.4,1.4682644671586402
1.41,1.4689806259134135
1.42,1.4697002001187562
1.43,1.4704231674268073
1.44,1.4711495021010117
1.45,1.471879175224939
1.46,1.4726121548907312
1.47,1.4733484063688018
1.48,1.474087892260331
1.49,1.4748305726339974
1.5,1.4755764051483333
1.51,1.4763253451609692
1.52,1.4770773458259907
1.53,1.477832358180535
1.54,1.4785903312216693
1.55,1.4793512119745542
1.56,1.4801149455527947
1.57,1.4808814752118153
1.58,1.4816507423960692
1.59,1.4824226867807726
1.6,1.4831972463088507
1.61,1.4839743572236959
1.62,1.4847539540982964
1.63,1.4855359698612354
1.64,1.486320335820035
1.65,1.487106981682254
1.66,1.4878958355747147
1.67,1.4886868240611992
1.68,1.4894798721589209
1.69,1.4902749033540297
1.7,1.4910718396163962
1.71,1.4918706014138872
1.72,1.4926711077263013
1.73,1.4934732760591383
1.74,1.4942770224573245
1.75,1.4950822615190198
1.76,1.4958889064095944
1.77,1.49669686887586
1.78,1.4975060592606169
1.79,1.4983163865175637
1.8,1.4991277582266176
1.81,1.499940080609658
1.82,1.5007532585467174
1.83,1.5015671955926306
1.84,1.502381793994133
1.85,1.5031969547074058
1.86,1.5040125774160622
1.87,1.5048285605495422
1.88,1.505644801301909
1.89,1.5064611956510199
1.9,1.507277638378027
1.91,1.5080940230872102
1.92,1.5089102422260772
1.93,1.5097261871057224
1.94,1.5105417479213985
1.95,1.5113568137732698
1.96,1.512171272687322
1.97,1.5129850116363746
1.98,1.5148989886441135
1.99,1.5146486521428653
2.0,1.5144123385849777
2.01,1.514189843011744
2.02,1.5139809611395565
2.03,1.513785489357482
2.04,1.5136032247252058
2.05,1.5134339649713038
2.06,1.513277508491805
2.07,1.5131336543490264
2.08,1.5130022022706249
2.09,1.512882952648873
2.1,1.5127757065401013
2.11,1.5126802656642955
2.12,1.5125964324048358
2.13,1.5125240098083383
2.14,1.5124628015846
2.15,1.5124126121066115
2.16,1.5123732464106436
2.17,1.5123445101963766
2.18,1.5123262098270662
2.19,1.5123181523297444
2.2,1.5123201453954325
2.21,1.5123319973793699
2.22,1.5123535173012472
2.23,1.512384514845443
2.24,1.5124248003612508
2.25,1.5124741848631158
2.26,1.5125324800308475
2.27,1.5125994982098425
2.28,1.5126750524112906
2.29,1.5127589563123776
2.3,1.5128510242564972
2.31,1.512951071253446
2.32,1.513058912979639
2.33,1.5131743657783252
2.34,1.5132972466598227
2.35,1.513427373301771
2.36,1.5135645640494082
2.37,1.5137086379158882
2.38,1.51385941458263
2.39,1.5140167143997179
2.4,1.5141803583863624
2.41,1.5143501682314138
2.42,1.514525966293962
2.43,1.5147075756040085
2.44,1.5148948198632408
2.45,1.5150875234458916
2.46,1.515285511399727
2.47,1.5154886094471478
2.48,1.5156966439864208
2.49,1.5159094420930619
2.5,1.5161268315213634
2.51,1.516348640706095
2.52,1.5165746987643804
2.53,1.5168048354977532
2.54,1.5170388813944338
2.55,1.517276667631798
2.56,1.5175180260790857
2.57,1.5177627893003414
2.58,1.518010790557613
2.59,1.5182618638144068
2.6,1.518515843739427
2.61,1.5187725657106101
2.62,1.5190318658194557
2.63,1.5192935808756918
2.64,1.5195575484122645
2.65,1.5198236066906912
2.66,1.5200915947067621
2.67,1.5203613521966488
2.68,1.5206327196433902
2.69,1.5209055382838046
2.7,1.5211796501158377
2.71,1.5214548979063507
2.72,1.521731125199386
2.73,1.5220081763249194
2.74,1.5222858964081136
2.75,1.5225641313791058
2.76,1.5228427279833328
2.77,1.5231215337924362
2.78,1.523400397215742
2.79,1.5236791675123662
2.8,1.5239576948039484
2.81,1.5242358300880423
2.82,1.5245134252521955
2.83,1.524790333088734
2.84,1.5250664073102815
2.85,1.5253415025660466
2.86,1.5256154744588946
2.87,1.5258881795632453
2.88,1.5261594754438152
2.89,1.5264292206752472
2.9,1.526697274862654
2.91,1.5269634986631035
2.92,1.5272277538081016
2.93,1.5274899031270812
2.94,1.5277498105719562
2.95,1.528007341242773
2.96,1.5282623614144968
2.97,1.528514738564982
2.98,1.5287643414041667
2.99,1.5290110399045351
