PEEQ,C1,C2,C3,C4,C5,C6
0.00011,1.2370462880143755e-16,1.358593109235251e-06,0.6411642362905001,0.10836805773384038,484.63870412160935,75.74246254185122
0.0002,5.989171493625791e-15,0.009999956351950284,0.7123405710373297,0.13184546382655865,492.29652115066204,76.87458731745303
0.0003,5.19498048661091e-13,1.0196662712936482e-06,0.7598117067364175,0.13630795826926928,496.56100926828515,80.54659795062472
0.0004,2.377853114369144e-05,0.00999999966986413,0.7931973388407547,0.13054849457891035,498.8126543462256,83.28720027695627
0.0005,0.2420526747881948,0.009981264874535146,0.8116401100422724,0.12777138716189637,501.1213197671463,87.97091083074145
0.0006,0.5131206763646619,0.009988980742765602,0.824130693750424,0.12622390658409863,503.0907945942466,92.65883076532528
0.0007,0.6307610156648247,0.00948234355561678,0.8345262065244827,0.1245203214110194,504.8007090102153,96.18708634288107
0.0008,0.7763755073138445,0.00943125195515831,0.8433414295888281,0.12342227025775429,505.97141455092014,99.8844959651631
0.0009,1.0051654082271095,0.009774744610890404,0.8510424516856074,0.12335131338811207,506.7142055795858,103.75739318458106
0.001,0.8668356971995734,0.008872432926117162,0.8582514636137223,0.12210996871282559,508.386956916497,104.37638466830356
0.002,0.8550635867835329,0.0070829796295130585,0.9038315362223667,0.12487155460882395,517.325708138458,113.36238691755445
0.003,0.5673114168889865,0.005053313774287518,0.9320472802157305,0.12203450764531198,523.2741985524149,104.18104617234904
0.004,1.647887461485444,0.008028523788574639,0.9287243008028458,0.16474930144532285,525.1074298851718,143.1708776030904
0.005,1.4306045005671517,0.007226541563775518,0.9391549523060299,0.17105726482576114,529.1344627128865,144.13915375745086
0.01,1.7428998053327753,0.0059524827085065445,0.8468654130320383,0.29752763525346887,549.7787638594848,192.19549382056204
0.011,1.371928192170296,0.005147236517295885,0.8756603880232947,0.26523527933642616,550.9700825734719,177.63898174168418
0.012,1.17643720117814,0.004564242845161497,0.888089304409087,0.2484689145129038,552.0591080610196,168.96673085196255
0.013,1.4078817500123773,0.004556521135171559,0.8152313092830392,0.31110215799500984,559.1884691045784,190.11501251532027
0.014,1.3500724317158133,0.004200820161052518,0.800670209584623,0.31557307003382884,561.8321633162694,189.6538965058366
0.015,1.2145966141906122,0.0037967371656630125,0.8122977082071845,0.2956585531020085,562.1058452284739,181.34184100487434
0.016,1.140748294790649,0.0034805532231060327,0.811674517949377,0.28634677567845873,562.8340797683654,176.58820486011822
0.017,1.1101485120345609,0.0032318426236567282,0.800569380757404,0.28533162268979284,564.1244824140739,174.75841145753884
0.018,0.9723622673493914,0.00289387762731425,0.8300441470490514,0.252140480472671,561.2597521187224,161.366709889878
0.019,0.9392251465220589,0.0026868482574107996,0.8267156426746196,0.24559414069055807,561.2193425554223,157.53799197403336
0.02,0.9948978164206538,0.0025889072771095724,0.790424678110408,0.2629743651016048,564.3755742863899,162.90562550291514
0.021,0.8548331032477278,0.002302735857644348,0.8336339227608431,0.22397644402194125,559.0670138371398,146.1285945487703
0.022,0.8416998007703217,0.0021687129904603857,0.8285912569575611,0.22013109745502404,558.7815869066927,143.26698711149743
0.023,0.7941924451912582,0.0020054495434894456,0.8394213031734887,0.206603653853812,556.4900144337553,135.69551735867176
0.024,0.7950726678994261,0.0019162654434837435,0.8314998981431082,0.20604003196503884,556.5288935630288,134.30366681190944
0.025,0.8179921512759415,0.0018617323948450734,0.8142933543290518,0.2112883213844017,557.703521467602,135.8363892227462
0.026,0.8734810033468444,0.0018396176258156502,0.7809431525355528,0.22536319415021328,560.5355339909784,141.32426542319467
0.027,0.8784214363446914,0.0021760306132077066,0.8291659967407857,0.23353449310913943,559.8617733237708,143.057429490913
0.028,0.8316411805847088,0.0016838439607807984,0.7912054499116511,0.21222025423983767,557.9377673661389,133.18959390220587
0.029,0.8842518322967657,0.0016715543739393005,0.7589674024589286,0.22523510398065355,560.5552199428237,138.30034060268017
0.03,0.9501294860099135,0.0016603627661268981,0.7177915774294628,0.24192172065621184,563.6738590682014,144.41969552935603
0.031,0.917998076846379,0.0016061093605359857,0.7326331535350966,0.23259039105049506,561.8513202925304,139.64249709764266
0.032,0.9282529546101274,0.0015766256436400075,0.7237988145734419,0.23467237651147432,562.1484393758111,139.62756364019745
0.033,0.8778035687475869,0.0015283449615983607,0.7517565831192271,0.22167399754347425,559.3689091369554,132.96591765697482
0.034,0.9774080106575708,0.0015372218898726878,0.6896430817871725,0.24646476774899903,564.1202585632703,142.71614517667666
0.035,0.9772963035767133,0.0023868827303147543,0.8273806500277565,0.2680160072461119,562.4366168009952,148.75121487496534
0.036,0.953609013851297,0.0014923329632518729,0.7023596593387281,0.24036197159297595,562.6294136374818,138.60129217226657
0.037,0.9138984239763679,0.0014703362294471785,0.72740275371936,0.2311127814024332,560.5706580269723,133.8332201219072
0.038,1.0560552664242653,0.001478155895791727,0.6349057382075224,0.26598214631699363,566.9571978080716,146.86496634728286
0.039,0.9565407979846452,0.0014582994933648224,0.7006876855542272,0.24220471774302094,562.3719477229946,136.99257081344868
0.04,1.0249550068282245,0.001456363516085916,0.6559024942080398,0.2590627326268795,565.3329022213238,142.853088330411
0.041,0.9816049923100546,0.0014483739778517848,0.685737003041404,0.24943776091417932,563.3229471236134,138.42464036053516
0.042,0.9226383468558714,0.0014424850761169522,0.7263801805649323,0.23681660162168117,560.5738802523019,132.45456046363387
0.043,0.9828464246014682,0.0014428597453175675,0.6874181050674285,0.25144015170236106,563.2373737851162,137.79067540034978
0.044,0.9038369113535537,0.001442557036279516,0.742434016002588,0.23480478212876754,559.6385443430929,130.1071473693917
0.045,1.0185485055539594,0.0014412371927640792,0.6661474695209036,0.2616216910159577,564.6637563110978,140.33687659942711
0.046,0.8336284315672651,0.0014502840035094929,0.7938731258319567,0.22248433343427368,556.3096578154639,122.74834419637828
0.047,0.9445070134004964,0.0014498149149887462,0.7209287318808878,0.2472779205836749,561.4364470913524,133.4003896458086
0.048,0.8778201526274074,0.0014595237013672422,0.7687751365632809,0.23426351142938937,558.4537536668843,127.05653726913874
0.049,0.9385306633189541,0.00145935127924648,0.729481061125881,0.24851560676557344,561.1756098022095,132.61682218678442
0.05,0.973472743176237,0.0014603911219089926,0.7075333929278432,0.25743807651274836,562.6662591189162,135.57235923634022
0.051,1.0561233208410756,0.0014536649510555112,0.6517058868468091,0.2771736847179997,566.0064204516067,142.2351863359444
0.052,0.7740234809827254,0.0015047308807680153,0.8496288266530342,0.21916396059008647,553.683415961576,116.51400587177471
0.053,0.7549655760529957,0.0015188718638230205,0.8652830680694991,0.21705190530979787,552.7983534987521,114.52054521088587
0.054,0.8032829505656567,0.0015188179447663114,0.8350231903058788,0.22752950113777165,555.2333377641412,119.72207173498538
0.055,0.8320160975094382,0.0015219930073572321,0.8179118003761741,0.23455193283206172,556.6268776758243,122.6257333475461
0.056,0.9597632302995472,0.0017749475078678394,0.7786491303949027,0.2739804826155904,562.7813901374336,137.6106616608834
0.057,1.0430236261566588,0.0014899767702250325,0.6748793633682871,0.282076643796104,565.4654724454609,140.6619416374707
0.058,0.9207590087920176,0.0015267264373006956,0.7638402956429122,0.2568631558760505,560.6094246044993,130.75875269318993
0.059,0.8628219836169593,0.0015514884346907692,0.8068234920555061,0.24619522705400257,558.1828256153472,125.68559713919242
0.06,0.925984374512978,0.0015420843593651817,0.765108433968163,0.2606452254246135,560.8815932526818,131.21921501228755
0.061,1.024514770769984,0.0015224132095511388,0.6976344734050294,0.2832765483325931,564.787082477715,139.0845281317135
0.062,1.0286169648949033,0.0021051790804383222,0.7981397266709161,0.3047659385588019,564.7876422070385,144.58617812688317
0.063,1.0128998569719543,0.0015405406063178962,0.7106657392749015,0.28333069797839827,564.3683752388089,138.1561227936035
0.064,1.03043737191889,0.0015427074860784613,0.7004441969422629,0.288483462443929,565.0406174893955,139.46111165540304
0.065,1.0255308190573007,0.0015516162372865776,0.7062774503395105,0.28867757201010663,564.8674870462223,139.07595908160127
0.066,0.9093279590856748,0.001599473598467857,0.7912274707418293,0.2648849040897714,560.3719255865137,129.94314621454734
0.067,0.8879399009657835,0.0016166182004179,0.8086074150485133,0.26165725932198836,559.5292731427575,128.17969633730567
0.068,0.9897798507633425,0.0015864491678838908,0.7387008909842063,0.2845896357200903,563.5618926406602,136.35313265846392
0.069,0.9813363563096862,0.0015973194118742754,0.7469650849558186,0.28397226602339826,563.2572828026423,135.70842546687965
