Strain,Tmp77.15K,Tmp233.15K,Tmp298.15K,Tmp373.15K,Tmp473.15K,Tmp573.15K,Tmp673.15K,Tmp77.15K_ref,Tmp233.15K_ref,Tmp298.15K_ref,Tmp373.15K_ref,Tmp473.15K_ref,Tmp573.15K_ref,Tmp673.15K_ref
2.25,2280.8773200888063,1163.6544000393314,1200.177411,1277.6915496980073,1327.1051364719408,1414.4115384863906,1166.5414772760123,2.911337350766531,1.4853015058637262,1.5319198860088317,1.6308598005831147,1.6939318560344332,1.8053707251516067,1.4889866035757635
2.26,2282.477620052967,1163.665593013924,1200.300235,1277.9859092000695,1327.3474454803195,1414.7500573860714,1166.8096790903946,2.91337999155964,1.4853157927018261,1.532076659937715,1.631235524347545,1.6942411419659067,1.805802814465618,1.4893289393747464
2.27,2284.0730292120315,1163.6766939905476,1200.422403,1278.278970830579,1327.5885836881605,1415.086994263269,1167.0766969477409,2.9154163896743617,1.485329962112688,1.5322325965408528,1.6316095914941926,1.694548933474464,1.8062328844684175,1.4896697639577114
2.28,2285.663583959224,1163.6877041250823,1200.543922,1278.5707459915866,1327.8285618708182,1415.4223634303844,1167.342541,2.917446591563414,1.4853440155716906,1.5323877047531234,1.631982016576763,1.6948552443138885,1.8066609534285143,1.4900090902827199
2.29,2287.249320258772,1163.6986245539078,1200.664798,1278.8612459355209,1328.067390657786,1415.7561790082875,1167.6072222859366,2.9194706431319397,1.4853579545293216,1.5325419922329944,1.6323528139579822,1.6951600880517843,1.8070870393699445,1.4903469324397747
2.3,2288.8302736528194,1163.7094563943144,1200.785037,1279.1504817677778,1328.3050805352946,1416.088454929704,1167.8707501745666,2.921488589746329,1.4853717804117028,1.5326954666389327,1.6327219978129022,1.6954634780728937,1.8075111600765956,1.4906833023875927
2.31,2290.406479268182,1163.7202007449052,1200.904646,1279.438464449282,1328.5416418488549,1416.4192049425249,1168.1331349266693,2.923500476242844,1.4853854946211034,1.5328481369058167,1.6330895821321696,1.6957654275823426,1.8079333330964291,1.491018213223147
2.32,2291.9779718229806,1163.7308586859883,1201.02363,1279.7252047989896,1328.777084805749,1416.7484426130486,1168.3943864174653,2.9255063469360816,1.4853990985364407,1.5330000094157024,1.633455580725221,1.6960659496088206,1.8083535757456208,1.4913516775512803
2.33,2293.544785633134,1163.741431279958,1201.141995,1280.0107134963182,1329.0114194774594,1417.0761813291497,1168.654514394817,2.9275062456272654,1.485412593513767,1.5331510918270572,1.6338200072233848,1.6963650570076805,1.8087719051126032,1.491683707814273
2.34,2295.106954618721,1163.7519195716677,1201.259747,1280.2950010835557,1329.2446558020529,1417.4024343033775,1168.913528481207,2.9295002156123635,1.4854259808867445,1.5333013917983482,1.6341828750829555,1.6966627624639818,1.8091883380620224,1.4920143162943702
