PEEQ,C1,C2,C3,C4,C5,C6
0.00011,8.872099197397054e-06,0.009999999999999998,0.21548538379338847,0.6937413857138945,523.7887450407853,299.9997780564653
0.0002,1.442474564057494e-06,0.009999999999999998,0.7618901828728881,0.17109755433666046,518.0168422047221,120.40594472230399
0.0003,0.44665433402473115,0.009999999999999998,0.8215887244881223,0.2668265772493963,521.2831039940967,50.00000000864774
0.0004,0.9282963285497321,0.009999999999999998,0.8371480951894542,0.25455833161955943,521.6392331864032,50.00000000587509
0.0005,1.1914169252216031,0.009999999999734189,0.8509167049465408,0.24493773685711043,521.9225803982736,50.00008525401737
0.0006,1.3687073409503248,0.009999999999607566,0.8629600451288801,0.2372629382732993,522.1927335832933,50.00001542790477
0.0007,1.5042145233185233,0.009999999999994971,0.8735958645067083,0.23095223033139614,522.4641459655173,50.000013336181794
0.0008,1.61454982778885,0.009999999999999976,0.8831202429485393,0.22560273218918753,522.7366588309419,50.00004274080279
0.0009,1.7072466287243155,0.009999999999999338,0.8917570888830743,0.22096825172360063,523.0113356412701,50.00001189617543
0.001,1.7865369370205544,0.009999999999999992,0.8996744108203414,0.21686094725482047,523.2851966526732,50.00000000571535
0.002,3.2282690990194003,0.008579210265021472,0.7954874302543488,0.2292342203267969,564.2866452545662,181.30603716650336
0.003,3.3578112000225064,0.008188171936589795,0.7871662767168678,0.26343070637030025,571.6912327991951,197.03385139017573
0.004,3.2822310623232767,0.009317562898652305,0.938739527688446,0.1538341966587538,560.8556208171103,145.98590986768482
0.005,2.7888314397091065,0.009537541440938206,1.0081837075752578,0.1122830456068122,557.3025890178767,111.3390700726988
0.01,1.9112687801443995,0.008703206110614793,1.0935389948109977,0.09714743961203622,560.1958633537984,82.41879404435117
0.011,1.9165991438921801,0.008768380500366494,1.1044037471781842,0.09670291991529563,559.2775880185183,79.44307234575778
0.012,1.7965078718210976,0.008495545316856316,1.10971973211318,0.09812778963107775,560.5704642115701,80.2821832680869
0.013,1.961762498068076,0.008933140828511984,1.122630585028594,0.09714846090255766,556.7567690221002,74.60534415982946
0.014,1.9477930370980685,0.008912852500469243,1.1291713854459255,0.09800386980297393,556.1673442983624,73.78026684597266
0.015,1.8520694029849374,0.008683670034127866,1.1325896198111904,0.09919090362789554,557.2931504386974,75.57049161884805
0.016,1.853390631721176,0.008689616013991194,1.1381967600091802,0.1000340222916327,556.5063566774764,74.98143711192888
0.017,1.8366272380873665,0.008646252858299409,1.1427458955644425,0.10099052094679777,556.1044275522421,75.07700430075613
0.018,1.8303051668190804,0.008627566526559396,1.1472036921016593,0.10192550827848416,555.4920316102498,74.99917793957353
0.019,1.8167353531435437,0.008588742132695523,1.1510865612711672,0.10287815259338053,555.0411136958646,75.22512192107025
0.02,1.8239125500493245,0.008602073887152223,1.1552928524878,0.10406761232514389,553.766791560298,75.15841836834996
0.021,1.7464857533110638,0.008389363637936277,1.1564199960020791,0.10499386838415666,554.9635502534101,77.39232677558769
0.022,1.8543309316984902,0.008675173999808135,1.1637560764484776,0.10584108086058441,551.928408571665,73.52614630609439
0.023,1.8391143914382049,0.008633484189077431,1.166738421240375,0.10658232310191637,551.7181725332862,73.74511021753175
0.024,1.8131693744185935,0.008563470204213625,1.1691961950558807,0.1072242919057269,551.7745932477268,74.3619749025745
0.025,1.8249789379985666,0.008593694106604818,1.1727892164627256,0.10813077584276709,550.8941109957708,73.58609481165287
0.026,1.797123993744055,0.008519066702525637,1.1749118767245021,0.10868367560524549,551.0089656267269,74.28725605505676
0.027,1.801866258247864,0.008532305914567648,1.178057969516055,0.10953034173469592,550.289444021283,73.72246171802534
0.028,1.7912123094678947,0.00850474362524016,1.180571245084259,0.11021645236906413,549.963209969473,73.737880300113
0.029,1.7792621019108346,0.00847411102881692,1.1829486882618545,0.11087188282104712,549.6720257212586,73.79419645288927
0.03,1.7661119130502891,0.00844053991563579,1.1851983443247125,0.11149561173139876,549.415511274043,73.89129945836203
0.031,1.7539040297565178,0.00840990631258764,1.1874054369538911,0.1121185844136942,549.1359178173818,73.93907436908634
0.032,1.7254097829881068,0.008333007426539881,1.1888958643919831,0.1124864243937003,549.3188812048967,74.70593153931594
0.033,1.722922681381361,0.008330633231212432,1.1913458010556879,0.11321563027842475,548.7759548466256,74.3111507465923
