Strain,Tmp298.15K,Tmp373.15K_StrRt0.1,Tmp473.15K,Tmp573.15K_StrRt0.1,Tmp673.15K,Tmp298.15K_ref,Tmp373.15K_StrRt0.1_ref,Tmp473.15K_ref,Tmp573.15K_StrRt0.1_ref,Tmp673.15K_ref
0.0,277.306,561.8756494501962,574.5816534468904,665.1026689350376,345.4139601071365,0.353956483446567,0.7171843703837907,0.7334024561566478,0.8489444939062702,0.4408902463447413
0.00011,344.4019196755693,623.5219181205426,643.4119507592404,700.2602706576097,485.5559227,0.439598466605885,0.7958703579792921,0.8212582183516998,0.8938200504111298,0.6197690165937452
0.0002,500.1586589649602,634.5865752326762,668.5506091968855,718.0914523822692,534.6963677965105,0.638408112671879,0.8099934102102313,0.8533454834637176,0.9165799704235246,0.682492430949583
0.0003,601.0363035,644.3335251680782,687.3863271053415,732.2365851393256,572.4168609742774,0.7671694677020461,0.8224345262461794,0.8773876047090877,0.9346349762602989,0.7306392908050228
0.0004,659.4723216227883,652.7748021,701.4593714142684,742.9122356962371,600.6663657539757,0.8417578555528751,0.8332090666406233,0.8953505960434819,0.9482614961683743,0.7666972750207592
0.0005,694.6642593256984,660.4221810971219,712.7303196094581,751.4450408826065,622.9104525,0.8866772388875044,0.8429702668216666,0.9097369605227134,0.9591528642516539,0.7950898764145378
0.0006,717.0497749718052,667.5170214999417,722.1529741574195,758.5761428,640.9589606232475,0.9152503617129537,0.852026200554066,0.921764142294937,0.968255082587282,0.8181271942755343
0.0007,732.3105038005751,674.1941295283618,730.2639396830928,764.7502711437237,655.9165158,0.9347293268671987,0.8605489360063548,0.9321170695118873,0.9761358091380679,0.8372191851856526
0.0008,743.5450898,680.5372689702402,737.3952564848005,770.2479413,668.5209865,0.9490692782326018,0.8686453902152739,0.9412195621282602,0.9831530968839685,0.8533076727217223
0.0009,752.4486793577182,686.6025031380386,743.7667546487646,775.2526324,679.2936400371836,0.9604339196392122,0.8763871230206005,0.9493522137275873,0.9895411406424603,0.8670580083199774
0.001,759.9532318465949,692.4294861599852,749.5315362573601,779.8876761222159,688.6164991661208,0.9700128144658765,0.8838247493956196,0.9567104455221244,0.9954573623489384,0.8789578101019305
0.002,810.4818474454971,741.7830235180987,789.1239708582289,816.4642271621558,742.3720114593161,1.034508105194569,0.946820157100201,1.0072466723704856,1.0421440816507241,0.9475719479033777
0.003,844.3162254203846,780.5013787549123,813.8650747654028,844.2026929425683,769.8776343418285,1.077694684091503,0.9962406992610539,1.0388264944283185,1.077549769965574,0.9826804329361629
0.004,869.6398878517687,812.0113742545826,832.2933735261322,866.1834603456359,788.9642702537822,1.110018090372653,1.0364604103400803,1.062348581311583,1.1056062676015672,1.0070428287307727
0.005,889.6042409742192,838.0179645924292,847.1529404507019,883.9114517223459,803.7416445419658,1.135500814242703,1.0696555134479093,1.0813154989194227,1.1282344742983978,1.025904834737203
0.01,950.5459439091948,916.6260169222384,896.6522303158417,939.3135541275856,849.7093015286373,1.2132874862444243,1.1699917116305774,1.1444969467559902,1.1989503381560325,1.0845784668233471
0.011,958.5674856,925.8624085135932,903.8186172306304,946.8246314484096,856.0372008702252,1.223526271877254,1.1817811452793676,1.153644203257386,1.2085375613512541,1.092655468397609
0.012,965.7827009301247,933.7516682595505,910.4175163,953.6505005594124,861.8152679959312,1.2327358535147255,1.1918510847566077,1.1620671119186228,1.217250177115057,1.1000306579749466
0.013,972.3231949,940.5211702,916.5269318356296,959.9026262946602,867.1314650801942,1.241084213252995,1.2004917528327628,1.169865238316556,1.2252304604097353,1.1068163114597418
0.014,978.2919128007552,946.3582146591395,922.2088091056212,965.6675677062542,872.0542002255097,1.248702751614357,1.2079422217388749,1.1771176500850038,1.2325888961786091,1.1130997457199983
0.015,983.7707545590044,951.4174125240002,927.5133596478264,971.0138350193338,876.6377256319392,1.2556960065821907,1.2143998385423571,1.183888437793108,1.2394129316401676,1.1189502088713466
