PEEQ,Stress
1.23,1.5644690719183707
1.24,1.5650213501593306
1.25,1.5655751000186764
1.26,1.5661304330862724
1.27,1.5666874527629522
1.28,1.5672462549044974
1.29,1.5678069284071185
1.3,1.5683695557384338
1.31,1.5689342134177924
1.32,1.5695009724495295
1.33,1.5700698987127086
1.34,1.570641053310692
1.35,1.571214492883693
1.36,1.5717902698873398
1.37,1.5723684328401315
1.38,1.5729490265425192
1.39,1.573532092270073
1.4,1.5741176679432656
1.41,1.5747057882760345
1.42,1.5752964849052251
1.43,1.5758897865030252
1.44,1.576485718874029
1.45,1.577084305038785
1.46,1.577685565305376
1.47,1.5782895173304488
1.48,1.5788961761711178
1.49,1.5795055543288994
1.5,1.580117661786903
1.51,1.580732506041234
1.52,1.5813500921276016
1.53,1.5819704226440245
1.54,1.5825934977702767
1.55,1.583219315284949
1.56,1.5838478705806294
1.57,1.5844791566777752
1.58,1.5851131642378395
1.59,1.585749881576004
1.6,1.5863892946739522
1.61,1.5870313871930155
1.62,1.587676140487957
1.63,1.5883235336216281
1.64,1.5889735433807388
1.65,1.589626144292897
1.66,1.5902813086450411
1.67,1.5909390065033433
1.68,1.5915992057347923
1.69,1.5922618720303279
1.7,1.5929269689296963
1.71,1.5935944578480312
1.72,1.5942642981040762
1.73,1.5949364469501492
1.74,1.5956108596037148
1.75,1.5962874892806163
1.76,1.5969662872298396
1.77,1.5976472027698299
1.78,1.5983301833262167
1.79,1.5990151744709649
1.8,1.599702119962794
1.81,1.6003909617888712
1.82,1.6010816402076187
1.83,1.6017740937926388
1.84,1.6024682594775976
1.85,1.603164072602035
1.86,1.603861466958045
1.87,1.6045603748376314
1.88,1.60526072708082
1.89,1.6059624531243384
1.9,1.6066654810508183
1.91,1.6073697376384586
1.92,1.608075148411098
1.93,1.6087816376885917
1.94,1.6094891286374506
1.95,1.6101975433216846
1.96,1.6109068027538136
1.97,1.6116168269459386
1.98,1.613428607043818
1.99,1.6130776247146255
2.0,1.6127422497882515
2.01,1.6124223108561084
2.02,1.6121176373870303
2.03,1.6118280597546104
2.04,1.6115534092647148
2.05,1.6112935181833588
2.06,1.611048219764684
2.07,1.6108173482792307
2.08,1.6106007390422594
2.09,1.6103982284423144
2.1,1.6102096539698025
2.11,1.6100348542457437
2.12,1.6098736690505695
2.13,1.6097259393529895
2.14,1.6095915073389344
2.15,1.609470216440538
2.16,1.6093619113651667
2.17,1.609266438124516
2.18,1.6091836440637273
2.19,1.6091133778905593
2.2,1.6090554897046037
2.21,1.6090098310265684
2.22,1.608976254827615
2.23,1.6089546155587482
2.24,1.6089447691803014
2.25,1.6089465731915107
2.26,1.6089598866601724
2.27,1.608984570252432
2.28,1.6090204862627018
2.29,1.6090674986436766
2.3,1.609125473036591
2.31,1.6091942768015786
2.32,1.6092737790482485
2.33,1.6093638506665007
2.34,1.609464364357531
2.35,1.6095751946651273
2.36,1.6096962180072114
2.37,1.609827312707687
2.38,1.6099683590286298
2.39,1.610119239202757
2.4,1.6102798374663272
2.41,1.6104500400923938
2.42,1.6106297354244679
2.43,1.610818813910639
2.44,1.6110171681381358
2.45,1.6112246928683855
2.46,1.6114412850725943
2.47,1.6116668439678625
2.48,1.6119012710538603
2.49,1.6121444701501062
2.5,1.6123963474338785
2.51,1.612656811478773
2.52,1.6129257732939268
2.53,1.6132031463639733
2.54,1.6134888466897368
2.55,1.6137827928296837
2.56,1.614084905942194
2.57,1.614395109828648
2.58,1.6147133309773927
2.59,1.6150394986086147
2.6,1.615373544720093
2.61,1.6157154041340067
2.62,1.6160650145446325
2.63,1.6164223165671916
2.64,1.6167872537876478
2.65,1.6171597728137237
2.66,1.6175398233269633
2.67,1.6179273581360387
2.68,1.6183223332312566
2.69,1.6187247078402982
2.7,1.6191344444853022
2.71,1.619551509041242
2.72,1.6199758707957033
2.73,1.6204075025100932
2.74,1.6208463804823028
2.75,1.6212924846108683
2.76,1.6217457984607253
2.77,1.6222063093305241
2.78,1.6226740083216145
2.79,1.6231488904087499
2.8,1.623630954512497
2.81,1.6241202035734874
2.82,1.6246166446285024
2.83,1.6251202888884622
2.84,1.6256311518183844
2.85,1.6261492532193684
2.86,1.6266746173126407
2.87,1.6272072728257552
2.88,1.6277472530809707
2.89,1.628294596085913
2.9,1.6288493446265349
2.91,1.6294115463625016
2.92,1.6299812539249976
2.93,1.6305585250170984
2.94,1.6311434225167127
2.95,1.6317360145822284
2.96,1.6323363747608794
2.97,1.6329445820999697
2.98,1.6335607212609848
2.99,1.6341848826366965
