PEEQ,Stress
0.00011,0.9404570072422933
0.0002,1.0059479586787927
0.0003,1.0202794106318793
0.0004,1.0215235032995016
0.0005,1.016820554790733
0.0006,1.011003127114697
0.0007,1.0051769344978105
0.0008,0.9997730456935745
0.0009,0.9949626354401917
0.001,0.9908146113886139
0.002,0.9883730970949102
0.003,1.021810012334357
0.004,1.0160567044554236
0.005,0.9912814254254518
0.01,1.1025058138419261
0.011,1.1266607584600636
0.012,1.1531364337323258
0.013,1.1807004384242885
0.014,1.2081140864683566
0.015,1.1097808550387553
0.016,1.144966928670871
0.017,1.1766228584302412
0.018,1.2043249986761095
0.019,1.2279149013243544
0.02,1.2474656941514053
0.021,1.2632309128498065
0.022,1.2755867637309597
0.023,1.2849769399731927
0.024,1.2918660378081968
0.025,1.2967044361771656
0.026,1.299904931899091
0.027,1.3018297443647433
0.028,1.302785680000818
0.029,1.3030250720886805
0.03,1.3027503412769073
0.031,1.3021204460187508
0.032,1.3012579621314342
0.033,1.3002559596995948
0.034,1.2991841936346034
0.035,1.2980943820160182
0.036,1.2970245215494134
0.037,1.2960022972253686
0.038,1.2950477004037224
0.039,1.2941749915098244
0.04,1.2933941430421776
0.041,1.292711885327835
0.042,1.2921324582928764
0.043,1.2916581519486725
0.044,1.2912896990140856
0.045,1.2910265664660279
0.046,1.2908671793086597
0.047,1.2908090994113939
0.048,1.2908491745251007
0.049,1.2909836670686397
0.05,1.2912083684958606
0.051,1.2905759683561089
0.052,1.291237552458383
0.053,1.291977402323667
0.054,1.2927902470035177
0.055,1.2936707770105527
0.056,1.2946137056553724
0.057,1.2956138225126996
0.058,1.2966660391972917
0.059,1.2977654277222426
0.06,1.2989072518016775
0.061,1.3000869915385274
0.062,1.3013003619995809
0.063,1.3025433262239035
0.064,1.3038121032366465
0.065,1.305103171651469
0.066,1.3064132694393717
0.067,1.3077393904274428
0.068,1.30907877806456
0.069,1.3104289169588796
0.07,1.3117875226537115
0.071,1.313152530066608
0.072,1.3145220809727078
0.073,1.315894510869828
0.074,1.3172683355184147
0.075,1.3186422374071856
0.076,1.3200150523560024
0.077,1.3213857564290765
0.078,1.3227534532977483
0.079,1.3241173621607272
0.08,1.3254768063018085
0.081,1.3268312023405844
0.082,1.3281800502104237
0.083,1.3295229238798638
0.084,1.3308594628183665
0.085,1.3321893641950018
0.086,1.3335123757883833
0.087,1.3348282895791121
0.088,1.33613693598917
0.089,1.3374381787295004
0.09,1.33873191021448
0.091,1.3400180474996333
0.092,1.3412965287003176
0.093,1.3425673098478255
0.094,1.3438303621424614
0.095,1.3450856695630546
0.096,1.3463332267961414
0.097,1.3475730374493848
0.098,1.3488051125163893
0.099,1.3500294690634944
0.1,1.351246129110741
0.11,1.362996287650505
0.12,1.374014824889646
0.13,1.3843376524553153
0.14,1.3939966002516666
0.15,1.4030195333628064
0.16,1.4114312398378768
0.17,1.4192541986730474
0.18,1.4265091764411335
0.19,1.4332156824505016
0.2,1.4393923128100683
0.21,1.445057008125476
0.22,1.4502272443403936
0.23,1.4549201719784963
0.24,1.4591527156700397
0.25,1.4629416432132094
0.26,1.4663036113709211
0.27,1.4692551940147514
0.28,1.4718128969902788
0.29,1.473993163114347
0.3,1.4758123699622738
0.31,1.4772868225122822
0.32,1.4784327422516625
0.33,1.4792662539836887
0.34,1.4798033712874696
0.35,1.4800599813553967
0.36,1.4800518297545948
0.37,1.4797945055170465
0.38,1.479303426852808
0.39,1.4785938276929715
0.4,1.477680745201734
0.41,1.4765790083435193
0.42,1.4753032275509095
0.43,1.4738677855081086
0.44,1.4722868290407787
0.45,1.4705742620870899
0.46,1.4687437397113654
0.47,1.4668086631138773
0.48,1.464782175584784
0.49,1.4626771593469863
0.5,1.4605062332313032
0.51,1.4747164707118636
0.52,1.4787785104623081
0.53,1.4826336840764507
0.54,1.4862918077678278
0.55,1.489762362643441
0.56,1.4930544994239998
0.57,1.4961770434636934
0.58,1.4991385000411395
0.59,1.501947059894166
0.6,1.5046106049738182
0.61,1.5071367143943082
0.62,1.5095326705572352
0.63,1.5118054654303177
0.64,1.5139618069618257
0.65,1.5160081256136437
0.66,1.5179505809965719
0.67,1.5197950685928232
0.68,1.5215472265514816
0.69,1.52321244254302
0.7,1.5247958606604368
0.71,1.5263023883542952
0.72,1.527736703389869
0.73,1.529103260815003
0.74,1.5304062999273675
0.75,1.531649851230401
0.76,1.5328377433673381
0.77,1.5339736100229684
0.78,1.5350608967830461
0.79,1.5361028679415603
0.8,1.5371026132462964
0.81,1.5380630545732368
0.82,1.5389869525209252
0.83,1.539876912915918
0.84,1.5407353932209356
0.85,1.541564708837691
0.86,1.5423670392967177
0.87,1.54314443432685
0.88,1.5438988197976729
0.89,1.5446320035284402
0.9,1.5453456809577655
0.91,1.546041440668568
0.92,1.5467207697636542
0.93,1.5473850590874885
0.94,1.548035608290637
0.95,1.5486736307335751
0.96,1.5493002582274702
0.97,1.5499165456097939
0.98,1.5505234751534331
0.99,1.551121960808413
1.0,1.551712852275875
1.01,1.5522969389144783
1.02,1.5528749534800341
1.03,1.5534475756994235
1.04,1.5540154356805356
1.05,1.5545791171603045
1.06,1.5551391605932836
1.07,1.5556960660836259
1.08,1.5562502961637075
1.09,1.556802278422913
1.1,1.5573524079902996
1.11,1.557901049875301
1.12,1.5584485411706341
1.13,1.558995193121877
1.14,1.559541293068336
1.15,1.5600871062599224
1.16,1.5606328775547873
1.17,1.5611788330026912
1.18,1.5617251813189252
1.19,1.5622721152538208
1.2,1.5628198128626685
1.21,1.5633684386810578
1.22,1.563918144810378
