PEEQ,CT1,CT2,CT3,CT4,CT5,CT6
0.057,0.8845616479011619,0.0028897430019038353,0.9911434828594015,0.2499814332199255,551.3321283008368,130.81927251553248
0.058,0.8839587914432907,0.0028947703412430833,0.9937857903088183,0.2504388883058086,551.3318202945682,130.69150158463697
0.059,0.8833576353245695,0.0028997963959706795,0.9955194213537837,0.25089495883886004,551.331512288237,130.56397471317268
0.06,0.882758178094403,0.0029048211637104984,0.9966849291681452,0.25134964752749855,551.3312042818438,130.4366917014032
0.061,0.882160418302196,0.0029098446420864157,0.9974994250535136,0.2518029570778684,551.3308962753888,130.30965234959208
0.062,0.8815643544973533,0.002914866828722306,0.9980986154632969,0.2522548901940682,551.3305882688712,130.18285645800285
0.063,0.8809699852292794,0.0029198877212420443,0.998566322006532,0.25270544957786556,551.3302802622914,130.0563038268991
0.064,0.8803773090473791,0.002924907317269506,0.998953948371673,0.2531546379288112,551.3299722556492,129.92999425654438
0.065,0.8797863245010571,0.002929925614428565,0.9992928813438375,0.2536024579442957,551.3296642489449,129.80392754720225
0.066,0.8791970301397182,0.0029349426103430984,0.999602235178882,0.25404891231949334,551.3293562421782,129.67810349913628
0.067,0.8786094245127669,0.0029399583026369787,0.9998936317449125,0.25449400374719033,551.3290482353495,129.55252191261002
0.068,0.8780235061696082,0.002944972688934082,1.0001741305590421,0.25493773491824046,551.3287402284586,129.42718258788705
0.069,0.8774392736596466,0.002949985766858283,1.000448017300851,0.255380108521053,551.3284322215052,129.30208532523088
0.07,0.8768567255322868,0.0029549975340334577,1.000717892789508,0.2558211272418778,551.3281242144897,129.1772299249051
0.071,0.8762758603369336,0.0029600079880834802,1.000985335025307,0.25626079376486066,551.3278162074118,129.0526161871733
0.072,0.8756966766229918,0.0029650171266322255,1.0012513013064996,0.2566991107718175,551.3275082002717,128.928243912299
0.073,0.8751191729398659,0.0029700249473035684,1.0015163723347271,0.25713608094229046,551.3272001930698,128.80411290054576
0.074,0.8745433478369607,0.0029750314477213846,1.0017809003494147,0.25757170695377485,551.3268921858053,128.68022295217716
0.075,0.8739691998636809,0.002980036625509549,1.0020450990041692,0.258005991481322,551.3265841784785,128.55657386745673
0.076,0.8733967275694313,0.002985040478291936,1.002309097889972,0.25843893719793654,551.3262761710896,128.43316544664808
0.077,0.8728259295036166,0.0029900430036924205,1.0025729756090325,0.25887054677446386,551.3259681636382,128.30999749001472
0.078,0.8722568042156413,0.0029950441993348777,1.0028367798364712,0.2593008228792475,551.325660156125,128.18706979782024
0.079,0.8716893502549103,0.0030000440628431832,1.0031005394888872,0.25972976817858484,551.3253521485492,128.0643821703282
0.08,0.8711235661708284,0.0030050425918412118,1.0033642721051486,0.2601573853366699,551.3250441409114,127.94193440780215
0.081,0.8705594505128001,0.003010039783952838,1.0036279883231387,0.260583677015253,551.3247361332112,127.81972631050564
0.082,0.8699970018302302,0.0030150356368019364,1.0038916945950707,0.26100864587386696,551.3244281254488,127.69775767870225
0.083,0.8694362186725234,0.003020030148012383,1.004155394834413,0.2614322945701122,551.3241201176243,127.57602831265552
0.084,0.8688770995890844,0.0030250233152080527,1.0044190914148032,0.2618546257588603,551.3238121097372,127.45453801262903
0.085,0.8683196431293181,0.00303001513601282,1.0046827857759268,0.2622756420933352,551.3235041017879,127.33328657888632
0.086,0.8677638478426288,0.0030350056080505595,1.004946478790993,0.2626953462240311,551.3231960937767,127.21227381169098
0.087,0.8672097122784217,0.0030399947289451467,1.005210170989642,0.2631137407995112,551.322888085703,127.09149951130654
0.088,0.866657234986101,0.003044982496320457,1.005473862693103,0.26353082846600673,551.3225800775672,126.97096347799656
0.089,0.8661064145150719,0.0030499689078003654,1.0057375540962212,0.26394661186753243,551.3222720693689,126.85066551202462
0.09,0.8655572494147388,0.003054953961008746,1.0060012453171652,0.26436109364582916,551.3219640611087,126.73060541365427
0.091,0.8650097382345064,0.003059937653569475,1.006264936427625,0.2647742764406489,551.3216560527862,126.61078298314908
0.092,0.8644638795237797,0.0030649199831064263,1.0065286274710648,0.26518616288907126,551.3213480444012,126.49119802077259
0.093,0.863919671831963,0.003069900947243475,1.0067923184738596,0.26559675562641405,551.3210400359542,126.37185032678836
0.094,0.8633771137084615,0.003074880543604497,1.0070560094520005,0.26600605728537996,551.3207320274448,126.25273970145997
0.095,0.8628362037026794,0.0030798587698133654,1.0073197004151861,0.26641407049668286,551.3204240188734,126.13386594505099
0.096,0.8622969403640218,0.0030848356234939576,1.0075833913693035,0.2668207978887054,551.3201160102396,126.01522885782494
0.097,0.8617593222418932,0.0030898111022701472,1.0078470823179213,0.26722624208755663,551.3198080015436,125.8968282400454
0.098,0.8612233478856983,0.0030947852037658094,1.0081107732631995,0.26763040571729935,551.3194999927855,125.77866389197592
0.099,0.860689015844842,0.0030997579256048188,1.0083744642064545,0.26803329139960885,551.3191919839649,125.66073561388009
0.1,0.8601563246687289,0.0031047292654110517,1.008638155148482,0.2684349017537726,551.3188839750821,125.54304320602144
0.11,0.8549193413375098,0.003154366128923118,1.0112750645527413,0.2723814369378541,551.3158038828312,124.37904804846363
0.12,0.8498448488257924,0.0032038621754199364,1.0139119739541247,0.2762033041118048,551.3127237843562,123.23842020454077
0.13,0.8449313965382876,0.0032532150287764975,1.0165488833554885,0.2799030857693463,551.309643679657,122.12095993781284
0.14,0.8401775338797066,0.0033024223128677865,1.0191857927568506,0.28348334192853963,551.306563568734,121.0264675118398
0.15,0.8355818102547602,0.0033514816515687862,1.0218227021582145,0.2869466100762481,551.3034834515863,119.9547431901816
0.16,0.8311427750681595,0.0034003906687544725,1.0244596115595748,0.2902954051133997,551.3004033282148,118.9055872363982
0.17,0.8268589777246154,0.003449146988299813,1.0270965209609404,0.2935322193003591,551.2973231986186,117.87879991404957
0.18,0.8227289676288387,0.0034977482340797666,1.0297334303623042,0.29665952220337966,551.2942430627988,116.87418148669566
0.19,0.8187512941855408,0.003546192029969284,1.0323703397636645,0.29967976064072044,551.2911629207542,115.89153221789644
0.2,0.8149245067994324,0.003594475999843301,1.0350072491650284,0.3025953586298895,551.288082772486,114.93065237121185
0.21,0.8112471548752245,0.00364259776757674,1.0376441585663905,0.30540871733529595,551.2850026179931,113.99134221020185
0.22,0.8077177878176282,0.003690554957044509,1.0402810679677543,0.30812221501572523,551.2819224572759,113.07340199842643
0.23,0.8043349550313542,0.0037383451921215003,1.0429179773691182,0.3107382069734044,551.2788422903343,112.17663199944552
0.24,0.8010972059211138,0.0037859660966825873,1.0455548867704803,0.31325902550250717,551.2757621171686,111.3008324768191
0.25,0.7980030898916178,0.003833415294602623,1.048191796171844,0.31568697983867366,551.2726819377785,110.4458036941071
0.26,0.7950511563475773,0.00388069040975644,1.0508287055732044,0.3180243561091025,551.2696017521644,109.6113459148695
0.27,0.7922399546937031,0.003927789066018849,1.0534656149745683,0.3202734172827002,551.2665215603254,108.79725940266624
0.28,0.7895680343347065,0.003974708887264636,1.0561025243759339,0.32243640312119215,551.2634413622623,108.00334442105732
0.29,0.7870339446752981,0.004021447497368562,1.0587394337772942,0.32451553013029866,551.260361157975,107.22940123360267
0.3,0.784636235120189,0.00406800252020536,1.061376343178658,0.3265129915115894,551.2572809474632,106.47523010386226
0.31,0.7823734550740904,0.004114371579649734,1.0640132525800219,0.32843095711512493,551.2542007307268,105.74063129539601
0.32,0.780244153941713,0.004160552299576361,1.066650161981384,0.33027157339205804,551.2511205077662,105.02540507176394
0.33,0.7782468811277679,0.004206542303859883,1.069287071382746,0.3320369633481324,551.2480402785816,104.32935169652599
0.34,0.776380186036966,0.00425233921637491,1.0719239807841117,0.3337292264974092,551.2449600431721,103.65227143324209
0.35,0.7746426180740185,0.004297940660996021,1.0745608901854755,0.33535043881668347,551.2418798015383,102.99396454547222
0.36,0.7730327266436361,0.004343344261597754,1.0771977995868358,0.3369026527001795,551.2387995536799,102.35423129677636
0.37,0.7715490611505298,0.004388547642054611,1.0798347089882014,0.3383878969152665,551.2357192995971,101.73287195071444
0.38,0.7701901709994108,0.004433548426241059,1.0824716183895635,0.339808176558007,551.2326390392898,101.1296867708464
0.39,0.7689546055949901,0.0044783442380315185,1.0851085277909256,0.3411654730095055,551.2295587727579,100.54447602073225
0.4,0.7678409143419784,0.004522932701300375,1.0877454371922912,0.34246174389315875,551.226478500002,99.97703996393193
0.41,0.7668476466450868,0.0045673114399219636,1.0903823465936533,0.3436989230313987,551.2233982210212,99.4271788640054
0.42,0.7659733519090263,0.004611478077770582,1.0930192559950171,0.3448789204040832,551.2203179358157,98.8946929845126
0.43,0.765216579538508,0.004655430238720478,1.0956561653963792,0.346003622106716,551.2172376443862,98.3793825890135
0.44,0.7645758789382426,0.004699165546645851,1.0982930747977449,0.34707489030929395,551.2141573467318,97.88104794106809
0.45,0.7640497995129413,0.004742681625420855,1.100929984199107,0.3480945632158843,551.2110770428526,97.39948930423627
0.46,0.763636890667315,0.0047859760989195895,1.1035668936004708,0.34906445502433314,551.207996732749,96.93450694207806
0.47,0.7633357018060747,0.004829046591016105,1.1062038030018346,0.34998635588686433,551.2049164164209,96.48590111815336
0.48,0.7631447823339313,0.0048718907255844,1.1088407124031967,0.3508620318710953,551.2018360938682,96.05347209602219
0.49,0.7630626816555961,0.004914506126498413,1.1114776218045606,0.35169322492113864,551.1987557650909,95.63702013924447
0.5,0.7630879491757796,0.004956890417632035,1.1141145312059244,0.3524816528202166,551.1956754300893,95.23634551138016
0.51,0.7632191342991932,0.0049990412228590915,1.1167514406072865,0.3532290091525674,551.1925950888626,94.85124847598925
0.52,0.7634547864305475,0.005040956166053354,1.119388350008652,0.35393696326683965,551.1895147414114,94.48152929663166
0.53,0.7637934549745538,0.005082632871088531,1.1220252594100142,0.3546071602396008,551.1864343877353,94.12698823686738
0.54,0.7642336893359228,0.005124068961838275,1.1246621688113798,0.3552412208392344,551.1833540278349,93.78742556025634
0.55,0.7647740389193658,0.0051652620621761665,1.127299078212742,0.35584074149070766,551.1802736617094,93.46264153035851
0.56,0.7654130531295935,0.0052062097959757305,1.1299359876141057,0.3564072942407197,551.1771932893596,93.15243641073387
0.57,0.7661492813713171,0.00524690978711042,1.1325728970154714,0.35694242672336784,551.174112910785,92.85661046494238
0.58,0.7669812730492475,0.005287359659453627,1.1352098064168317,0.35744766212593504,551.1710325259855,92.57496395654395
0.59,0.7679075775680955,0.005327557036878672,1.1378467158181973,0.357924499156308,551.1679521349615,92.30729714909859
0.6,0.7689267443325722,0.0053674995432588055,1.1404836252195611,0.3583744120096757,551.1648717377125,92.05341030616624
0.61,0.7700373227473888,0.005407184802467205,1.1431205346209232,0.3587988503363473,551.1617913342386,91.81310369130685
0.62,0.771237862217256,0.005446610438376984,1.1457574440222889,0.35919923921021457,551.1587109245402,91.58617756808042
0.63,0.7725269121468848,0.005485774074861171,1.1483943534236527,0.35957697909770836,551.1556305086169,91.37243220004684
0.64,0.7739030219409863,0.005524673335792729,1.1510312628250148,0.35993344582670694,551.1525500864691,91.17166785076614
0.65,0.7753647410042714,0.005563305845044538,1.1536681722263786,0.3602699905568638,551.149469658096,90.98368478379822
0.66,0.7769106187414512,0.005601669226489409,1.1563050816277443,0.36058793974976666,551.1463892234985,90.8082832627031
0.67,0.7785392045572365,0.005639761104000065,1.158941991029108,0.3608885951402243,551.1433087826761,90.6452635510407
0.68,0.7802490478563384,0.005677579101449153,1.1615789004304702,0.3611732337073441,551.1402283356285,90.49442591237096
0.69,0.7820386980434677,0.00571512084270924,1.1642158098318358,0.36144310764706766,551.1371478823564,90.35557061025388
0.7,0.7839067045233357,0.005752383951652809,1.1668527192331979,0.3616994443441559,551.1340674228593,90.22849790824941
0.71,0.7858516167006531,0.00578936605215226,1.1694896286345635,0.36194344634597364,551.1309869571371,90.1130080699175
0.72,0.7878719839801311,0.005826064768079907,1.1721265380359274,0.3621762913356097,551.1279064851904,90.00890135881812
0.73,0.7899663557664804,0.005862477723307976,1.1747634474372894,0.36239913210641106,551.1248260070183,89.91597803851121
0.74,0.7921332814644122,0.0058986025417086104,1.177400356838655,0.36261309653650997,551.1217455226217,89.83403837255676
0.75,0.7943713104786375,0.005934436847153861,1.180037266240019,0.36281928756439186,551.1186650319999,89.7628826245147
0.76,0.7966789922138671,0.00596997826351569,1.1826741756413828,0.3630187831643319,551.1155845351534,89.702311057945
0.77,0.7990548760748122,0.0060052244146659665,1.1853110850427466,0.3632126363231478,551.1125040320817,89.65212393640759
0.78,0.8014975114661835,0.006040172924476473,1.1879479944441123,0.36340187501689414,551.1094235227852,89.6121215234625
0.79,0.8040054477926922,0.0060748214168188895,1.190584903845476,0.3635875021883521,551.1063430072631,89.58210408266964
0.8,0.8065772344590493,0.006109167515564811,1.1932218132468382,0.3637704957252019,551.1032624855168,89.56187187758898
0.81,0.8092114208699656,0.006143208844585728,1.1958587226482038,0.36395180843836883,551.1001819575449,89.55122517178047
0.82,0.8119065564301521,0.006176943027753041,1.1984956320495659,0.36413236804120075,551.0971014233485,89.54996422880407
0.83,0.81466119054432,0.006210367688938048,1.2011325414509315,0.3643130771292107,551.0940208829268,89.55788931221974
0.84,0.81747387261718,0.006243480452011951,1.2037694508522971,0.364494813160146,551.0909403362798,89.57480068558746
0.85,0.8203431520534432,0.006276278940845848,1.2064063602536592,0.36467842843496356,551.087859783408,89.60049861246718
0.86,0.8232675782578208,0.006308760779310739,1.2090432696550248,0.3648647500786133,551.0847792243114,89.63478335641884
0.87,0.8262457006350236,0.006340923591277519,1.2116801790563887,0.36505458002270075,551.0816986589894,89.67745518100241
0.88,0.8292760685897624,0.00637276500061698,1.2143170884577525,0.3652486949871303,551.0786180874422,89.72831434977786
0.89,0.8323572315267482,0.006404282631199811,1.2169539978591164,0.3654478464634927,551.0755375096699,89.78716112630514
0.9,0.8354877388506923,0.006435474106896592,1.219590907260482,0.3656527606984312,551.0724569256727,89.8537957741442
0.91,0.8386661399663055,0.006466337051577799,1.2222278166618459,0.3658641386775976,551.0693763354502,89.92801855685502
0.92,0.8418909842782986,0.006496869089113798,1.2248647260632097,0.3660826561107058,551.0662957390025,90.00962973799754
0.93,0.8451608211913829,0.0065270678433748475,1.2275016354645754,0.36630896341607055,551.0632151363297,90.09842958113174
0.94,0.8484742001102693,0.006556930938231095,1.2301385448659374,0.3665436857066773,551.0601345274317,90.19421834981755
0.95,0.8518296704396685,0.006586455997552579,1.2327754542673048,0.3667874227765573,551.0570539123087,90.29679630761495
0.96,0.8552257815842917,0.006615640645209223,1.2354123636686687,0.367040749087451,551.0539732909601,90.40596371808391
0.97,0.8586610829488499,0.0066444825050708395,1.2380492730700325,0.36730421375611044,551.0508926633865,90.52152084478438
0.98,0.8621341239380541,0.006672979201007127,1.2406861824713982,0.36757834054251504,551.0478120295877,90.64326795127629
0.99,0.8656434539566152,0.0067011283568876685,1.2433230918727602,0.3678636278380516,551.0447313895636,90.77100530111963
1.0,0.8691876224092443,0.00672892759658193,1.2459600012741259,0.36816054865482783,551.0416507433142,90.90453315787437
1.01,0.8727651787006522,0.006756374543959261,1.2485969106754915,0.3684695506151563,551.0385700908396,91.04365178510045
1.02,0.8763746722355499,0.006783466822888897,1.2512338200768554,0.36879105594172046,551.0354894321399,91.18816144635781
1.03,0.8800146524186485,0.006810202057239951,1.253870729478221,0.36912546144842295,551.0324087672147,91.33786240520644
1.04,0.883683668654659,0.006836577870881415,1.2565076388795848,0.36947313853134744,551.0293280960641,91.49255492520629
1.05,0.8873802703482921,0.0068625918876821625,1.2591445482809487,0.3698344331610848,551.0262474186884,91.65203926991734
1.06,0.891103006904259,0.006888241731510948,1.2617814576823143,0.37020966587477844,551.0231667350872,91.81611570289954
1.07,0.8948504277272709,0.006913525026236399,1.26441836708368,0.37059913176911863,551.0200860452608,91.98458448771274
1.08,0.8986210822220384,0.006938439395727022,1.2670552764850438,0.37100310049394025,551.0170053492088,92.15724588791709
1.09,0.9024135197932729,0.006962982463851199,1.2696921858864076,0.37142181624635384,551.0139246469314,92.33390016707241
1.1,0.9062262898456844,0.006987151854477189,1.2723290952877733,0.37185549776517846,551.0108439384292,92.51434758873874
1.11,0.910057941783985,0.007010945191473125,1.2749660046891371,0.3723043383263942,551.007763223701,92.698388416476
1.12,0.9139070250128853,0.00703436009870701,1.2776029140905028,0.37276850573859477,551.0046825027478,92.88582291384414
1.13,0.9177720889370962,0.00705739420004672,1.2802398234918666,0.37324814233968695,551.001601775569,93.07645134440314
1.14,0.9216516829613288,0.007080045119360006,1.2828767328932322,0.37374336499338057,550.9985210421646,93.27007397171299
1.15,0.9255443564902937,0.007102310480514492,1.2855136422945979,0.3742542650867229,550.9954403025351,93.46649105933353
1.16,0.9294486589287025,0.007124187907377662,1.28815055169596,0.37478090852835066,550.99235955668,93.66550287082488
1.17,0.9333631396812657,0.00714567502381688,1.2907874610973273,0.37532333574678134,550.989278804599,93.86690966974689
1.18,0.9372863481526944,0.007166769453699375,1.293424370498693,0.37588156168933295,550.9861980462931,94.07051171965952
1.19,0.9412168337476998,0.007187468820892242,1.296061279900055,0.37645557582235156,550.9831172817615,94.27610928412281
1.2,0.9451531458709924,0.007207770749262446,1.2986981893014224,0.3770453421311579,550.9800365110043,94.48350262669666
1.21,0.9490938339272837,0.00722767286267682,1.3013350987027863,0.37765079912048805,550.9769557340217,94.69249201094101
1.22,0.9530374473212844,0.007247172785002057,1.303972008104152,0.3782718598164472,550.9738749508135,94.90287770041581
1.23,0.9569825354577053,0.0072662681401047206,1.3066089175055176,0.37890841176814405,550.9707941613801,95.11445995868112
1.24,0.9609276477412582,0.007284956551851235,1.3092458269068814,0.37956031705008186,550.9677133657208,95.32703904929687
1.25,0.9648713335766528,0.00730323564410789,1.311882736308247,0.3802274122652278,550.9646325638357,95.5404152358229
1.26,0.9688121423686012,0.007321103040740839,1.3145196457096127,0.38090950854882166,550.9615517557254,95.7543887818193
1.27,0.9727486235218138,0.007338556365616099,1.3171565551109765,0.3816063915721273,550.9584709413894,95.96875995084596
1.28,0.9766793264410015,0.007355593242599543,1.3197934645123421,0.38231782154766236,550.9553901208278,96.18332900646291
1.29,0.980602800530876,0.007372211295556914,1.3224303739137078,0.38304353323385953,550.9523092940406,96.39789621223
1.3,0.9845175951961476,0.007388408148353808,1.3250672833150734,0.383783235941376,550.9492284610276,96.61226183170729
1.31,0.9884222598415275,0.007404181424855683,1.3277041927164372,0.3845366135392929,550.9461476217894,96.82622612845472
1.32,0.9923153438717263,0.0074195287489278615,1.3303411021178029,0.3853033244620363,550.9430667763252,97.03958936603217
1.33,0.9961953966914555,0.007434447744435516,1.3329780115191667,0.38608300171701515,550.939985924635,97.2521518079997
1.34,1.0000609677054262,0.007448936035243685,1.3356149209205341,0.3868752528925654,550.9369050667196,97.46371371791722
1.35,1.0039106063183485,0.007462991245217258,1.338251830321898,0.38767966016636635,550.9338242025785,97.6740753593447
1.36,1.0077428619349345,0.007476610998220992,1.3408887397232636,0.3884957803153313,550.9307433322115,97.88303699584208
1.37,1.0115562839598944,0.007489792918119489,1.343525649124631,0.38932314472436147,550.9276624556187,98.09039889096931
1.38,1.0153494217979393,0.007502534628777214,1.346162558525993,0.39016125939737023,550.9245815728004,98.29596130828642
1.39,1.0191208248537804,0.007514833754058485,1.3487994679273605,0.3910096049679268,550.9215006837562,98.49952451135331
1.4,1.0228690425321287,0.007526687917827478,1.3514363773287261,0.39186763671060376,550.9184197884863,98.70088876372998
1.41,1.026592624237695,0.007538094743948223,1.35407328673009,0.3927347845529283,550.9153388869906,98.89985432897635
1.42,1.0302901193751908,0.007549051856284597,1.3567101961314574,0.3936104530879412,550.912257979269,99.09622147065241
1.43,1.0339600773493258,0.007559556878700346,1.3593471055328195,0.3944940215873274,550.9091770653222,99.28979045231804
1.44,1.0376010475648125,0.007569607435059051,1.3619840149341869,0.395384844014945,550.9060961451491,99.48036153753333
1.45,1.0412115794263608,0.007579201149224163,1.3646209243355543,0.39628224904109643,550.9030152187502,99.66773498985816
1.46,1.0447902223386818,0.007588335645058973,1.3672578337369181,0.3971855400570661,550.8999342861255,99.85171107285245
1.47,1.048335525706487,0.007597008546426633,1.3698947431382837,0.3980939951908873,550.8968533472748,100.03209005007625
1.48,1.051846038934487,0.007605217477190139,1.3725316525396494,0.39900686732250534,550.8937724021985,100.20867218508948
1.49,1.0553203114273935,0.007612960061212347,1.375168561941015,0.39992338410072037,550.8906914508959,100.38125774145212
1.5,1.0587568925899162,0.007620233922355956,1.3778054713423806,0.40084274795989927,550.8876104933679,100.54964698272406
1.51,1.0621543318267668,0.007627036684483516,1.3804423807437445,0.4017641361375972,550.8845295296137,100.71364017246532
1.52,1.0655111785426563,0.00763336597145744,1.3830792901451119,0.40268670069246326,550.8814485596338,100.87303757423581
1.53,1.068825982142296,0.00763921940713997,1.3857161995464775,0.40360956852300234,550.8783675834281,101.02763945159552
1.54,1.0720972920303962,0.007644594615393215,1.3883531089478431,0.40453184138648624,550.8752866009961,101.17724606810444
