Strain,Tmp298.15K,Tmp373.15K_StrRt0.1,Tmp473.15K,Tmp573.15K_StrRt0.1,Tmp673.15K,Tmp298.15K_ref,Tmp373.15K_StrRt0.1_ref,Tmp473.15K_ref,Tmp573.15K_StrRt0.1_ref,Tmp673.15K_ref
0.0,377.306,537.8084003329277,668.6095700071284,663.1938575050821,512.3386669734318,0.481597603165061,0.6864646641250698,0.8534207417021067,0.8465080656237604,0.6539548112756944
0.00011,470.9662536371053,598.8582180400845,700.0194344,687.9167583113174,598.8076827052573,0.6011465996386437,0.7643893350325841,0.8935126443152287,0.8780646530397317,0.7643248311653572
0.0002,600.6512941195246,625.5944931628765,716.1123804235483,702.7533844828603,626.5290819869842,0.7666780374177858,0.7985158159703329,0.9140538608153785,0.8970022888135362,0.7997087356101881
0.0003,663.8275387008804,646.8434006677708,729.5100843896498,716.0714578630376,646.9415937476733,0.8473169033975229,0.8256381594375272,0.9311548401742796,0.9140016268009252,0.8257634941842008
0.0004,697.3208385329432,663.3574658443104,740.1459107984755,727.2131656,662.127938611753,0.8900681263338404,0.8467168971399042,0.94473052809382,0.9282230273121461,0.8451475148130242
0.0005,719.5317053573287,676.9706537912716,748.9893864435708,736.8368884504109,674.2997890099068,0.9184183254476695,0.8640929226647885,0.9560184394292519,0.9405068549170151,0.8606838009516876
0.0006,736.5247070420343,688.6157581792213,756.5722641,745.3382278375617,684.5039035141235,0.9401083830718102,0.878956864297955,0.9656973093768016,0.9513580597018437,0.8737084469622272
0.0007,750.5445357668789,698.8327903544996,763.2185664879742,752.9738291525285,693.3193746505422,0.958003449438817,0.8919979985684791,0.9741807241646889,0.9611042267175075,0.8849606130292125
0.0008,762.5737524375535,707.9627883658395,769.1407240436464,759.9198407,701.1005085057404,0.9733576762906297,0.9036516302604296,0.9817398323802423,0.9699701936324759,0.8948925394087824
0.0009,773.1309940226985,716.2351046717376,774.4857359248456,766.3025073455397,708.0800009090162,0.9868330576612954,0.9142105074199335,0.9885622653944915,0.9781171008067416,0.9038012416629909
0.001,782.5365081512831,723.8115197707084,779.3596437601508,772.2154679845253,714.4189629335888,0.9988383612103019,0.9238811284867808,0.9947833759295225,0.9856644699748567,0.9118923637696854
0.002,843.0588058506496,777.8658269636799,813.4287548,815.9102755003793,758.570658968325,1.0760896996731337,0.9928766514439641,1.0382695707389231,1.0414370115469334,0.9682480829631286
0.003,876.8885804248899,812.5585848598275,834.8662571649257,845.2161755862055,786.4477364994236,1.1192704027379363,1.0371588760838333,1.0656326387971928,1.0788433905600652,1.0038306968686157
0.004,900.0238417585072,837.9935658661416,850.7580901655771,867.4493037630518,807.0029750856629,1.1488005093539653,1.0696243706404787,1.0859171523830173,1.1072220043134398,1.0300676335608994
0.005,917.4416772,857.7652616,863.509107,885.2955543,823.2110328657436,1.1710328295422112,1.0948611844625094,1.1021926930459685,1.1300011583265681,1.0507557799960148
0.01,968.5210623,915.3696369,906.0509127,941.1906261165894,872.6389524564147,1.236231128629173,1.1683880541022729,1.1564935301899146,1.2013462538607194,1.1138461300151044
0.011,975.1859369455436,922.513464,912.3299354,948.5893234432926,879.0532832805766,1.2447382492545789,1.177506515003466,1.164508145071573,1.2107900339731055,1.122033453701513
0.012,981.1955097172704,928.848488,918.1706065164964,955.2279051838304,884.787272634916,1.2524089352307086,1.1855926105715013,1.1719632430837437,1.2192635940401555,1.1293523819179312
0.013,986.6609136535916,934.5242795,923.6393176032326,961.2287159,889.9542763725331,1.2593850380121676,1.1928372543949886,1.1789435671490232,1.2269230960304616,1.135947603344522
0.014,991.6676687911638,939.656938,928.7876720597694,966.6898306726628,894.6443169407721,1.2657757163313281,1.199388637175715,1.1855149844244237,1.2338937240754004,1.141934023641074
0.015,996.2829326,944.3375306348316,933.6565619406098,971.6907844711576,898.9297777285101,1.271666690734889,1.2053629980242755,1.191729689986189,1.2402769975004038,1.1474040337756397
0.016,1000.560365198102,948.6381563981412,938.27894,976.2966933293662,902.8694569343644,1.2771264535983102,1.2108523649034657,1.1976297450988167,1.2461560311402347,1.1524326844273087
0.017,1004.5434902661232,952.6163863502444,942.6817562898696,980.5612972,906.5115325522492,1.2822105590349204,1.215930222159307,1.2032495491103543,1.25159941927227,1.1570814705269712
0.018,1008.2680760040864,956.3185641,946.8873437161024,984.5292559693478,909.8957789263804,1.286964661975732,1.220655723293064,1.208617607991938,1.2566641662754334,1.1614011604929448
0.019,1011.7638589529424,959.7822877655854,950.9144287799096,988.2379119191824,913.0552536110044,1.29142671847458,1.2250768589637715,1.2137578244593978,1.2613979362563088,1.1654339493576213
0.02,1015.0558164053268,963.0382947064354,955.3133053720056,991.7186629174048,916.017600041174,1.2956286098274599,1.2292328626811844,1.2193725997965839,1.2658408058050528,1.1692151215110305
0.021,1018.1651217364044,966.1119044613442,958.7377154805288,994.9980444294454,918.8060657729802,1.2995973619675143,1.2331560525881269,1.2237435552028562,1.2700266450868625,1.1727743503940744
0.022,1021.109872681712,969.0241311813588,962.0142228951815,998.0985909508142,921.440306493314,1.3033560750470257,1.2368732513822946,1.2279257259545784,1.2739842173841307,1.176136724745589
0.023,1023.9056541740032,971.7925466536544,965.1555200000588,1001.0395274491328,923.937026323023,1.3069246418486686,1.2404068878895929,1.2319353127529284,1.2777380616607943,1.1793235658924632
0.024,1026.5659787319955,974.4319536,968.1727149341256,1003.8373283269368,926.3104914895956,1.3103203099026361,1.243775856469836,1.235786494150861,1.2813092060287172,1.182353083407205
0.025,1029.1026349292954,976.9549140176388,971.0755861,1006.5061720561674,928.5729450324144,1.3135581262762783,1.2469961913969645,1.2394917514109685,1.2847157480482438,1.1852409044423695
0.026,1031.525965966399,979.3721651,973.8727873,1009.0583129312964,930.734943476942,1.3166512931465233,1.2500815977448978,1.2430621303434275,1.287973329238052,1.1880005034652612
