PEEQ_fit,CT1,CT2,CT3,CT4,CT5,CT6
0.00011,1.3938492311547055,0.0077536639994222325,0.7632432242489138,0.12654934952455527,549.892308710014,67.84473438179961
0.010662211055276384,1.4050940698342074,0.00769834144309476,1.1453959047439142,0.12996562805234557,549.6745943521487,71.92705647507286
0.021214422110552765,1.4164901630915112,0.00764363242432398,1.1607681716428964,0.13342631018215556,549.4569329939764,75.92659481668886
0.031766633165829145,1.428034018004256,0.007589579512623323,1.1619308256678664,0.1369439887464292,549.2393246225952,79.84406116680063
0.04231884422110553,1.43972214165008,0.007536224679383706,1.1630186926485742,0.1405329825841939,549.0217692251057,83.68016728556118
0.05287105527638192,1.4515510411066228,0.007483609250696445,1.1641063986974878,0.1442094224712669,548.8042667886126,87.43562493312349
0.06342326633165829,1.4635172234515226,0.007431773861354414,1.165194325366258,0.1479913045290573,548.5868173002231,91.11114586964057
0.07397547738693468,1.4756171957624185,0.007380758410107897,1.1662824745821183,0.15189850146470718,548.3694207470475,94.70744185526543
0.08452768844221106,1.487847465116949,0.007330602016247784,1.1673708463315613,0.15595272145411343,548.1520771161995,98.22522465015106
0.09507989949748745,1.5002045385927534,0.007281342977584563,1.168459440591164,0.16017740428896587,547.934786394796,101.66520601445049
0.10563211055276384,1.5126849232674702,0.007233018729887502,1.1695482573374392,0.1645975446601753,547.7175485699568,105.0280977083167
0.11618432160804021,1.525285126218738,0.0071856658078439176,1.1706372965469143,0.16923943322665025,547.500363628805,108.31461149190267
0.12673653266331658,1.538001654524196,0.007139319807593983,1.1717265581961165,0.17413030749460745,547.2832315584665,111.52545912536144
0.13728874371859298,1.5508310152614826,0.007094015350891933,1.172816042261573,0.179297906561402,547.0661523460708,114.66135236884601
0.14784095477386935,1.5637697155082368,0.00704978605093974,1.173905748719811,0.1847699264863394,546.8491259787504,117.72300298250937
0.15839316582914575,1.5768142623420975,0.007006664479934603,1.1749956775473755,0.1905733764332922,546.6321524436407,120.71112272650451
0.16894537688442213,1.5899611628407035,0.006964682138366847,1.1760858287207938,0.19673383973878344,546.4152317278806,123.62642336098445
0.1794975879396985,1.6032069240816935,0.006923869426099709,1.1771762022166072,0.20327464860415034,546.1983638186116,126.4696166461022
0.1900497989949749,1.616548053142706,0.006884255615257987,1.1782667980113537,0.2102159860530719,545.981548702979,129.24141434201073
0.20060201005025127,1.6299810571013804,0.006845868824947327,1.1793576160815888,0.21757393395094482,545.7647863681307,131.94252820886308
0.21115422110552767,1.6435024430353553,0.00680873599782121,1.1804486564038434,0.22535949102292818,545.5480768012179,134.57367000681222
0.22170643216080405,1.6571087180222692,0.006772882878508063,1.1815399189546767,0.23357758966780295,545.3314199893949,137.13555149601117
0.23225864321608042,1.670796389139761,0.006738333993905873,1.1826314037106371,0.24222614465520564,545.1148159198194,139.62888443661296
0.24281085427135682,1.68456196346547,0.0067051126353473295,1.1837231106482768,0.25129517021493086,544.8982645796518,142.05438058877053
0.25336306532663316,1.6984019480770343,0.006673240842633645,1.184815039744148,0.26076600427886376,544.681765956056,144.41275171263692
0.2639152763819096,1.712312850052093,0.006642739389931271,1.1859071909748238,0.2706106794535117,544.4653200361985,146.7047095683651
0.27446748743718596,1.726291176468285,0.006613627773520701,1.1869995643168494,0.280791479450329,544.2489268072495,148.93096591610814
0.28501969849246234,1.7403334344032488,0.006585924201383059,1.1880921597467982,0.2912607170260344,544.0325862563823,151.092232516019
0.2955719095477387,1.7544361309346235,0.00655964558460557,1.1891849772412293,0.30196076490042856,543.8162983707728,153.18922112825067
0.3061241206030151,1.768595773140048,0.006534807530583672,1.1902780167767162,0.3128243646429212,543.6000631376003,155.22264351295615
0.3166763316582915,1.7828088680971605,0.0065114243379932575,1.1913712783298287,0.323775230273867,543.3838805440474,157.19321143028847
0.3272285427135679,1.7970719228836005,0.006489508993503503,1.1924647618771402,0.3347289535432765,543.1677505772998,159.1016366404006
0.33778075376884426,1.8113814445770064,0.00646907317019717,1.1935584673952278,0.34559420686829867,542.9516732245459,160.9486309034456
0.34833296482412063,1.825733940255017,0.0064501272276620844,1.1946523948606682,0.3562742281681892,542.7356484729778,162.7349059795764
